content,creationTime,score,userClient,productColor,productSize,referenceTime,nickname,days
"做工品控较差，听筒上方直接能看到金属片（缝隙里），手机是正品，也是全新机，这一点我还是很信任京东的。苹果的品控越来越差了，本来打算退货，但想想不影响使用，就算了。
外形外观：听筒缝隙有金属片可见。
屏幕音效：好
拍照效果：好
运行速度：好",2021-12-21 09:16:22,3,2,远峰蓝色,128GB,2021-12-14 19:17:28,j***G,7
首先，外观问题，第一台手机左上角有缝隙，我选择了换货，结果换来的左上角右下角左下角都有缝隙，没心情换了，就没换，其次，续航问题，并不觉得续航很牛，也就那样，并且有时候很耐用有时候耗电很快，觉得并不值一万多,2021-12-27 18:58:10,2,2,远峰蓝色,256GB,2021-11-12 10:08:26,柚***g,45
过年期间买的，本来该享受的400优惠，不让用，非要说是赠送了什么applecare，但这本来也是赠品不实用。算了，看在有12期免息的份上，还是勉强留了。对了，收到之后包装属于被查封过的，手机侧面有一点点仔细看可以看到的瑕疵，估计所以是被上一个人退货的。因为检查了并没有被激活，所以就算了。总而言之，不是很愉快的购物体验。,2022-02-20 15:42:13,2,2,银色,256GB,2022-01-30 21:04:07,j***5,21
边框有两个小点点磕痕，不太明显，屏幕左侧有缝隙能插厚纸，等了很久没手机用就没换了，有条件的去实体店买比较好，电量挺耐用的，充电个人感觉挺快，其他的没啥感觉，京东快递不支持当面验货,2022-01-12 14:49:56,2,2,石墨色,128GB,2022-01-07 16:08:39,雏***k,5
"没有预期的那么好，手机信号不好，还有就是外音喇叭有问题，有时有声有时又没声，感觉就是失败的选择
屏幕音效：有时有声有时没声的，能气死人的那种",2022-02-26 17:19:45,2,2,远峰蓝色,256GB,2022-01-15 10:20:07,j***x,42
电池没有想象中那么耐用，还没一般手机待机长。同样的用机习惯，别的手机一天下来还有40%左右的余电，这款直接用完关机了（基本每天都是）。手机好沉，握着不舒服！,2022-06-08 08:16:01,2,4,苍岭绿色,256GB,2022-04-28 17:15:27,u***d,41
"外观设计没什么大的变化，蓝色想看下新颜色，一般
边框设计有点嗝手，拿着不怎么舒服。
用了一段时间，死机了1次，体验方面和之前的没什么大的差异",2022-01-05 13:00:06,3,0,远峰蓝色,128GB,2021-11-25 00:00:11,f***r,41
怎么说好呢，拆开后屏幕上有个肉眼看不出来的划痕，可是用手摸能感觉出来，而且收到后，我没有激活，卖家答应我可以退货，结果放了两天手机没管自动激活了，就跟纳闷除此之外没别的问题，我没退了，反正贴了膜没啥区别可是心里不舒服,2021-12-27 00:22:35,3,2,银色,256GB,2021-12-18 13:54:47,与***情,9
快递五星服务五星，就是退换货服务有点问题，明明写的是手机拆封不退，可是产品质量有问题就开了一下机就为什么不能退换了，这个就是叫人有点费解，客服服务非常到位，但就是有点生气，产品质量有问题不退换就算了为什么连个补偿都没有，送我两千京豆算怎么回事儿？？？,2021-09-25 15:44:01,2,4,远峰蓝色,256GB,2021-09-24 08:20:58,u***n,1
这个膜比想象中的要小了一圈，比第三方的贴合度好，我这贴得也还顺，没灰尘没气泡，但还是整出了白边。问了客服，说得寄回审核，关键是这得怎么审,2022-04-18 19:11:14,2,4,苍岭绿色,256GB,2022-04-10 06:38:17,活***愁,8
买到手没几天话筒有时会有杂音，滋滋的响。不是一直有，挂了电话在重新拨杂音又没了。,2022-08-12 22:04:38,3,4,远峰蓝色,256GB,2022-06-16 21:10:33,刘***5,57
和我想象之中还是有距离的。虽然短视频什么的都在介绍，都在捧，不过拿到手，没有想象中的那种手感，重量不算太重，比手中的iPhone7重一点。其他的功能还没有用，还需要体验。质量好不好，功能如何，都得需要实践证明。,2022-01-07 17:37:20,3,2,金色,256GB,2021-12-31 23:28:10,J***D,7
这是买到别人的试用产品了？呵呵，不过无所谓了手机没问题懒得去理论了，之前用的x，现在掉电有点快，时不时还是会卡顿，就想着换吧，这个蓝色其实一般般，拍照比老手机还是要好点的，有点大，单手很难操作。其它没什么感觉都差不多,2022-01-03 00:17:16,3,2,远峰蓝色,128GB,2021-12-31 20:03:44,l***3,3
用了一个星期总体感觉一般，唯一的改变拍照确实有些提升，再有就是扬声器比之前好了不少，其它都和之前的机型差不多。,2022-08-30 14:07:20,3,2,石墨色,128GB,2022-08-21 14:00:03,j***x,9
"还行吧，用着，但是有的时候，屏幕颜色发黄。容易进灰尘。后台切换不是很顺畅。
不过续航是真强大，基本两天一充电吧，不怎么玩手机，就上下班玩一两个小时",2021-11-24 16:03:34,3,2,金色,128GB,2021-11-10 20:02:01,j***v,14
24号收到货外观没有什么问题，电池够用一天，系统流畅，这代相机拍照还是有鬼映，信号依然掉格不稳定，手机屏幕在微信摇一摇暗屏暗光环境下显示偏绿色。SIM卡插卡后卡住插不进位试了好多次，没有放电话卡就可以正常插入。放卡要斜着才能插卡进去，用了那么多部手机了，没有见过SIM卡要斜着才能插进的。,2021-12-02 23:00:18,2,29,银色,128GB,2021-11-25 00:12:34,j***1,7
这个手机包装比较不错，就成了也很好。但是客服不太好，一开始买错了型号想换一下，但是人家怎么着都不给我换？实在没有办法，然后就跟他一直掰扯掰扯了半天她终于同意给我换了，而且我是给他加钱呢，我又不是不给他加钱，我根本我都没有拆开看。希望客服不要那么死板，嗯，对顾客考虑一下，谢谢喽。,2022-07-26 11:33:37,3,2,远峰蓝色,512GB,2022-06-12 18:13:03,可***星,44
因为接受不了14pro的挖孔，选择了这个，收到手，果然有一颗摄像头里面有灰尘。客服说不影响使用，是不算质量问题不能换新,2022-10-02 16:17:32,3,2,苍岭绿色,256GB,2022-09-26 20:39:33,j***g,6
哎难受，因为7电量不行了决定换13，结果卡换过去后信号不行，打电话要等个几十秒后才出现铃音，打开游戏还有概率闪退，游戏界面暗屏保后开机会有机率卡住界面点不动，现在在某些地方出现信号不好，我还得用7给13热点才能用，气，不知道是不是只有我的手机才会这样?,2021-12-20 23:50:00,2,2,石墨色,256GB,2021-12-12 00:56:26,z***7,8
17号抢的 30号才到手上 用习惯了三星旗舰过来试试苹果 屏幕上还是有一定的差距，另外苹果的系统还是用得不习惯，2星就是不爽苹果的发货 哎，1万多的手机，充电头都不配 是不是有毛病,2021-09-30 23:45:19,2,4,银色,512GB,2021-09-17 23:00:15,j***8,13
昨天刚拿到手，屏幕有时候点着没反应，尤其靠近屏幕两侧的位置，打字的时候，边上的字老选不上，一点字就滑走，是我的问题吗，今天第一次充电，冲了一半，拿起来发现，手机发烫，这是正常的吗？已经是最新版本，再观察两天看看,2022-03-19 17:35:42,3,4,远峰蓝色,256GB,2022-03-18 07:58:19,u***j,1
没有传说中那么好用，没指纹解锁，没有图形解锁，只能面容解锁，也就是说摄像头要一直开着！！！,2022-06-28 20:34:52,3,4,苍岭绿色,256GB,2022-05-23 08:58:49,a***尘,36
"第一，快递包装已经破损如图所示
第二，里面的内衬的那个泡泡都是瘪的，起不到任何保护作用
第三，打开包装的时候，背面有脏痕
第四，屏幕有一个很小的划痕，拍不出效果，所以没有上图
我都怀疑这个手机有没有摔坏，是不是全新的手机，目前使用起来，手机没有问题，怕麻烦，所以我也就没有退了。",2021-12-26 10:27:38,3,4,石墨色,128GB,2021-11-25 11:24:10,j***p,31
很难相信新机揭开新机膜屏幕是脏的。有点小失望 其他都还好 屏幕也没发红发绿 可能是我还能发现吧 其他都是挺好的,2022-07-13 23:20:43,3,2,远峰蓝色,128GB,2022-07-08 23:03:59,j***n,5
手机屏幕有一点点小划痕，充电口颜色不一样。感觉就那样吧，给客服说肯定又是扯皮。以后只能在官网买哦！,2022-07-02 17:30:26,2,2,远峰蓝色,256GB,2022-06-28 09:48:24,风***t,4
"外形外观：还行吧，比想象中大而且拿着有点重，要两手拿，盒子都是灰尘
运行速度：说实话高刷是快但是感觉跟我之前用的11没啥区别
待机时间：还行
拍照效果：没啥区别就是多了个微距拍摄和电影模式。
屏幕音效：有点小声",2022-06-12 16:46:21,3,2,远峰蓝色,128GB,2022-06-11 22:29:00,零***-,1
不像全新，边框有划痕，有指纹，有尘，大部分可以擦掉&hellip;&hellip;虽然有心理准备，但不爽,2022-09-30 19:36:06,3,2,苍岭绿色,256GB,2022-09-29 23:05:23,l***g,1
第一次用苹果，摆弄了两个多小时确实丝滑，刚开始屏幕发黄，有个设置改了感觉正常了，摄像头里面看过没有灰，机身也没划痕。缝隙是四周都能插纸，大了一圈，可能我这手机手术级不锈钢耗材比较多，赚到了。。下载原神的时候挺热的，摄像头那里能暖手，现在室温5℃，夏天不知道会有多热。从618就想换手机，到了双十二等不到新的5G华为，高通4**处理器好像又翻车了，等不下去了，从安卓换过来有点不适应，比如没有红外，还担心刘海挡视野，担心很多会员比安卓贵。。总体还行吧，丝滑有逼格，我喜欢直屏，这些就够了，后续有新发现再补充，希望没有什么异常发热,2021-12-22 15:41:46,3,4,远峰蓝色,256GB,2021-12-12 15:59:55,冰***梦,10
13promax刚到手之后用起来挺丝滑的，后来用了一段时间 bug.特别多 粉屏关机重启。  相机也不行 目前为止卡死过一次。 我感觉还没有我的12promax好  至少用了一年才重启了一次也没有卡死过。  唯一好的是就是那个电池挺耐用的。,2021-10-04 16:08:21,3,2,银色,256GB,2021-09-18 10:32:29,j***e,16
"刚开机用就黑屏发热还闪退，拿去检测没发现问题，就重组了，之后用着暂时是没闪退，不过还是会发热，游戏是不能打的，会发热，感觉就买了个颜值，比较失望，毕竟也是快上万的手机
拍照效果：一般，并不是广告宣传的那样清晰
运行速度：一般吧
外形外观：还是挺好看的
屏幕音效：一般",2022-02-24 13:12:48,3,2,远峰蓝色,256GB,2022-01-01 16:11:23,j***u,54
首先说下外观，揭掉那张保护纸，瞬间傻了，直接裸屏，好赖弄个塑料膜应付一下啊。听筒前面有缝隙能看见内部零件，跟网上说的a4纸一样，其他没有啥说的。其次说一下本人findx3转过来的，充电速度半个多小时。到了苹果这竟然充了两个多小时还是20以上电量开始的，实在不适合，用惯了高瓦数快充的不建议买这个。扣两星是因为外观跟充电速度。,2022-01-10 09:39:13,3,4,远峰蓝色,256GB,2021-12-31 22:00:45,黝***黑,10
实在不知道买什么手机才买的苹果，用了用了一段时间觉得并没有华为系统好用，还经常出现一些小问题，信号有时也不好。不如华为方便，买了后悔。,2022-08-12 22:25:54,3,4,银色,256GB,2022-07-07 18:32:25,邻***君,36
"手机好看。拿着也有分量 
不过电池不太耐用 和安卓机差不多 没有啥优势
还有 不知道是不是屏幕大了还是我的手指粗了 左上角返回键有时候不灵敏
还有系统桌面竟然不支持随意拖拽 这点不如安卓机
希望解封后去外面拍照片能带来惊喜",2022-03-20 16:59:39,3,2,苍岭绿色,128GB,2022-03-17 15:30:50,x***x,3
感觉还是比较中规中矩，拍照的话校色还是比较准的，相片的效果也是一般，跟相机还是差远了，还好还能拍个延迟，其他那些拍照功能话比安卓手机就少很多了；外放没有上下立体音设计，这点是比较大的缺陷，信号感觉还是比较一般，不太好，A15处理器也云没有像小编说的那么神，手机一圈黑边还是挺大的，还好买买的是大屏的，总体上感觉还过得去吧。,2021-10-29 19:28:48,3,4,金色,256GB,2021-10-27 10:00:27,j***e,2
"缺点：1，电源键松动幅度有点大，让我很怀疑还有没有防水防尘功能；在这个价位着实不应该出现，也懒得换货了，反正也不会接触水源。2，电不是特别耐用，不知道是不是因为厂商擅自把ios15升级到了15.0.2的原因，明显没有网上吹的那么强！3，摄像功能没有想象中那么美好，噪点控制实在是不咋地。
优点：1，屏幕很大很爽。2，手机很大但是做工非常不错握持感不差，这点很厉害?。3，信号比手中的8p好而且更稳定，也算是进步了吧？值得鼓励。4，手机不容易发热了，不知道是不是冬天的原因，系统及其流畅！反正体验挺好，芯片非常棒
最后就是给买家们一个建议：只玩玩游戏聊聊天的人没必要上更大内存了，128足以支撑到你换下一个，哪怕你要用个三四年。钱多的当我没说，内存差异化是利润最大的，喜欢被库克薅羊毛的人尽管去吧",2021-11-13 21:04:05,2,2,石墨色,128GB,2021-11-11 02:17:21,j***g,2
用一个多月了在来评论，。安卓用户我劝别买，用不习惯，。在一个问题就是发烫，记住不是发热是发烫。,2022-08-24 10:37:59,2,2,苍岭绿色,128GB,2022-07-07 23:23:25,8***哥,48
"外形外观：远峰蓝好看，但是不去黑色耐看，刘海变小了，边框容易沾指纹，重量可以接受。
屏幕音效：屏幕完美清晰。
拍照效果：摄影好，相机一般
运行速度：流畅，b站粉屏还没遇到
待机时间：史上最长，撑一天没问题
但是，发热严重，充电时候和快速切换b站直播间相机那里发热严重，充电用的官方充电器。
不愧是***，到手边框有一个黑点，要不是便宜400谁在这买，还不让退货。
操作逻辑恶心人，用惯了安卓全面屏手势，苹果的逻辑真**（杠就是你对）。",2022-02-06 08:53:32,3,2,远峰蓝色,128GB,2022-02-02 21:52:06,A***o,4
本来是想等14出来后降价再买的，但没想到的是14出来后，还是只优惠那六百，而且除了墨绿色外，其他颜色均无货。只好先买了。其他没有什么话要说，唯一不爽的就是不配有充电头，充电线连接充电头的又是C口，家里现在的充电头都是传统的USB接口，要充电还是得买先的充电头。这点苹果做得真的有点不厚道，手机是给家人买的，我自己喜欢用安卓机。,2022-09-11 18:22:05,3,4,苍岭绿色,256GB,2022-09-10 22:01:49,w***i,1
有一说一 不是拖   手机收到了  挺满意   目前未开机  外壳完好    但是很气愤的一点 因为是老婆生了小宝宝   不方便出门   没有手机壳 没有膜  有点小失望    希望下次商家可以标记下,2022-06-19 14:40:48,2,2,远峰蓝色,256GB,2022-06-16 11:49:12,偶***顺,3
一般吧，有惊艳的地方。但是很多关于面部解锁的，和启动摄像功能都不太好用，还有信号真的一般般，勉强够用。苹果4S，苹果6，苹果13PM用户，苹果其实没啥让人特别满意的地方。咋说呢可用也可。电池不赖，影音不错。,2022-03-09 08:58:34,3,4,银色,256GB,2022-03-04 22:53:36,j***v,5
这个手机有残次，中框上缺了一点，不过要仔细看才能看出来。还有信号也差，苹果4G信号差就算了，5G也差。。。动不动就加载不出来。。。这我真的没想到，说的都是实话，体验一般，毕竟系统拉分，不然就一分没有了,2022-08-11 08:42:10,3,2,苍岭绿色,256GB,2022-07-27 09:09:07,j***d,15
"系统运行很流畅。手机应该是正品。
银色也还好。
但也有不足，1 拍照有鬼影2 边框能插A4纸3 快递包装很简陋，很容易就拆开了，只缠了一圈胶布，简单的封了一下。且快递包装有破损。里面物品可以晃动。手机盒子边角磕了一下，但好在商品没有被替换。
说实话这次购买手机的体验，并没有让我感受到京东自营的标准。因为我的电脑，我的冰箱都是在京东自营店购买的，服务都很贴心，但是这次的购物体验，可以说是极其不好。
如果京东没有优惠的话，建议从官网购买。如果京东优惠比较大的话，建议从京东购买，但要注意检查产品的质量。
暂时还没有出现其他问题。其他图片在其他手机上，暂时先放这几张。",2022-02-15 10:36:28,3,2,银色,256GB,2022-02-10 22:56:20,F***3,5
信号没有多大改变，手机重了好多，不适合单手操作了，手腕支持不了，系统反应和 朋友的苹果12max 差距不大，电池用下来，10多个小时撑的住，续航好了很多，但是一些手势方面的便捷操作，比鸿蒙系统差了点，有点后悔买max .，pro应该会更舒适点，单手操控性会好很多，这个真的有点重了，容易酸手！       奈何华为p50没5G，不富裕，一台手机准备要用个两三年的，怕4g.撑不住，5G的mate 5G线下加价1500，支持不动了！,2021-09-26 21:14:57,3,2,金色,256GB,2021-09-17 23:00:34,-***-,9
"屏幕音效：音效尚可，低音很好。屏幕我一定要说道说道，显示效果真的很一般，绝对比不过目前大部分安卓旗舰机屏幕，不接受反驳。
单说显示效果，四年前的三星s9+屏幕显示效果甩苹果13几条街，一年前的米11屏幕也比苹果13好的多，我也是没能理解。打开同样的照片和视频，苹果显示效果不够饱满，泛白，色彩鲜艳度还差点意思。
拍照效果：拍照效果很哇塞，属于顶级旗舰水平，可能三星的旗舰机能媲美。
运行速度：快
外形外观：美
待机时间：待机确实很出色，基本一天到晚充电没问题的
其他特色：屏幕下方有缝隙，能塞A4纸，这算是瑕疵吧，时间久了肯定进灰尘，并且没办法清理？我不相信苹果解决不了这个小问题？",2022-01-24 12:02:01,3,4,远峰蓝色,256GB,2022-01-21 13:52:43,j***2,3
"19号下午下单，28号下午到手，确实有点重，女生就不要买了
外形外观：和12promax差不多，没有特别区别，续航的话用了两天，比去年的12promax大概多20%电(比去年的mate40pro用的时间久)充电还是那么慢，开启优化充电，10到100要3个小时左右
屏幕音效：和12promax差不多，没多大提升，就是屏幕比后者亮点，120hz也没那么明显的
拍照效果：比12promax强一点，但是区别不大
运行速度：网速和同事的12promax比了下，差不多，
希望可以帮助大家，不像那些无脑评论，一个劲的吹
其他特色：感觉做工比较精细，比国产机好点",2021-10-01 07:46:25,3,4,石墨色,256GB,2021-09-19 16:26:51,朝***-,12
"给个中评吧，不然我怎么上热搜，希望不要被**。第一次买水果机，之前注册的id忘记密码申请重置密码，搞来搞去最后提示还要十三天才可以重置，是十三香么？？？第一次用，操作方式很不习惯，好久才弄明白。很多安卓有的功能水果机没有，很不习惯，可能每更新一代机加一个功能果粉都感动得****的，可对一个安卓4到10的老用户来说就辛苦了，太难受了。这就是J吧。
外形外观：外观感觉还可以吧，镜头很明显，戴套不太好看呢。其他都还好
屏幕音效：屏幕感觉没E4爽，不过这个游戏自动刷新倒是非常明显，很给力也很意外，有点不适应??音效感觉不出多少特别的地方?
拍照效果：拍照可以吧，看评论都说可以，那我也说可以吧，不是拍客，少用，不好发言。
运行速度：运行感觉还好吧，玩游戏流畅不卡，就是感觉有点延迟啊，武器杀伤力好像到了ios就变弱了。
待机时间：待机时间有点厉害，感觉比安卓快充机久，有体会，更耐用。
其他特色：其他特色？？？就系统吧。没有功能特色！！！！发货太慢，别人都有货，就是京东没有货，京东大卖吧。一万块的J，一块钱的包装！双11/12京东会员送ac+ ，12过后所有购买都送ac++N！！！！****。",2021-12-25 23:17:47,3,4,远峰蓝色,256GB,2021-12-12 15:54:24,****V,13
都说苹果像素好。这像素真的一般般。拍个照片锐化的跟啥一样？稍微一放大全是模糊的，跟打了马赛克一样，近距离不能聚焦就是原相机的色温不拍人可能好看一点，我朋友的12也是一样。平时也就能拍拍风景，真不能细看，不知道人家咋用苹果拍出来好看的照片。信号也差，  WiFi一墙之隔，其他手机都是满信号，网速很快。就这个苹果三格也就算了，网都走不动。现在苹果除了系统可能稍微比安卓好一点点，其他不行了,2022-11-28 21:37:13,3,4,苍岭绿色,128GB,2022-11-10 14:20:46,j***c,18
"一般化，没有网上吹得那么凶，买亏了，拍照还行，唯独屏幕不行，毕竟是oled屏幕，感观效果差，看视频没lcd行，屏幕偏黄，偏暗，怎么调节都是黄的，不纯白，对眼睛伤害大，看久了就觉得不舒服，实际并没有安卓的lcd屏幕好，而且容易烧屏，用久了容易断触，高温天气更容易导致烧屏，这么差的屏幕居然还流行起来了，oled屏就是给曲面屏手机打造的，lcd屏幕显示更为清晰，更真实，更清楚，更亮，追评之日就是翻车之时
外形外观：好看，外形设计吊打安卓全系，但是无秀钢边框不喷漆还好点，喷了容易掉漆，希望改进，我手上这部就有一处掉漆
屏幕音效：很震撼
拍照效果：能扫码就行，微距还可以
运行速度：跟安卓没多大区别，网上吹得凶而已
待机时间：还行
其他特色：充电慢，龟速，重量太轻，没有网上吹得那么重，跟我安卓一样重，",2022-07-31 17:56:26,3,2,远峰蓝色,256GB,2022-07-28 19:14:52,自***贵,3
快递包装太差 盒子有损,2021-12-01 21:10:27,3,2,石墨色,256GB,2021-11-30 12:52:44,j***P,1
品质一般，边框缝隙很大,2021-12-28 17:17:14,2,2,远峰蓝色,256GB,2021-12-23 16:25:58,W***n,5
连个小票收据都没有。差劲,2021-11-20 09:17:54,2,4,石墨色,256GB,2021-11-17 12:47:55,j***q,3
镜头有灰，擦了老半天让人失望,2021-11-12 10:30:29,2,2,远峰蓝色,128GB,2021-11-10 21:45:58,j***d,2
信号不是一般的差，是非常差,2021-11-25 08:37:40,2,2,远峰蓝色,128GB,2021-09-21 10:00:06,黄***爷,65
很糟的体验，这个价格亏死了,2021-11-27 00:23:55,2,2,远峰蓝色,256GB,2021-11-20 10:21:35,j***J,7
由爱回收给我送货，担心买的是二手货！,2021-12-28 12:20:07,2,4,金色,256GB,2021-12-27 20:24:17,M***C,1
看了这么多差评还是入手翻车了,2021-11-27 11:50:40,3,4,远峰蓝色,256GB,2021-11-25 15:11:31,j***b,2
手机为啥用不了电信卡就很奇怪,2021-12-09 11:47:44,2,4,金色,256GB,2021-12-07 23:11:21,j***j,2
备货速度真的慢的无话可说,2022-01-22 10:31:48,2,2,石墨色,128GB,2022-01-01 22:58:27,j***p,21
包装太简陋，把这么硬的角都磕凹,2021-11-12 02:03:25,3,2,远峰蓝色,256GB,2021-11-03 12:00:15,搜***1,9
刚买就降价了太@了点,2022-05-30 20:55:03,3,4,石墨色,128GB,2022-05-24 10:10:27,H***7,6
太重了 用着和拿块砖一样,2021-12-11 22:09:35,3,2,远峰蓝色,256GB,2021-12-10 08:11:41,e***z,1
说好的京豆没有给，客服让找京东,2022-01-06 09:42:41,2,2,远峰蓝色,128GB,2021-12-20 08:08:07,j***3,17
太重太重太重，真心失望,2022-01-19 00:31:04,3,2,石墨色,256GB,2022-01-15 17:16:02,妖***2,4
是不是翻新机啊，卡得很,2022-01-22 10:22:01,3,2,远峰蓝色,128GB,2021-11-24 21:08:24,上***g,59
买了没两天就降价，无语了被骗了,2022-06-11 09:47:04,3,21,远峰蓝色,256GB,2022-06-07 11:17:14,j***L,4
报装太垃圾。充电头都不给。,2021-12-27 19:46:51,3,4,金色,128GB,2021-12-22 21:53:09,A***A,5
掉价太快，原价购买，而且摄像头有灰,2021-11-24 21:47:19,2,2,远峰蓝色,256GB,2021-11-20 14:23:07,随***样,4
边框缝隙太大 容易进灰尘 哎,2021-11-20 08:34:02,3,2,石墨色,256GB,2021-11-11 00:01:29,隋***s,9
连通话录音都没有，差评！,2022-02-20 21:50:33,2,4,远峰蓝色,256GB,2021-12-18 11:11:18,南***哥,64
信号不好，天气冷了很容易死机,2021-12-30 16:30:55,3,4,金色,256GB,2021-11-14 01:37:00,秋***2,46
这么贵的手机，那么简单的保装，失望了,2021-11-19 12:03:47,2,4,远峰蓝色,128GB,2021-11-18 01:32:51,j***p,1
边缝太明显了，换了两个退了,2022-01-02 09:29:15,3,4,石墨色,256GB,2021-12-12 19:54:34,j***e,21
一般般，屏幕红红的，物流太慢了,2021-10-04 10:57:09,3,4,远峰蓝色,256GB,2021-09-19 16:14:57,j***7,15
发货速度真的慢的吐血，拖了7天才发货,2022-01-24 10:11:25,2,4,远峰蓝色,512GB,2022-01-11 14:11:25,枫***E,13
"塑料感极强
手感很一般
不推荐",2021-11-29 16:16:12,2,2,远峰蓝色,256GB,2021-11-05 00:00:28,斯***尔,24
充电口有很多划痕  没其他问题,2022-02-08 21:00:38,2,2,远峰蓝色,256GB,2022-01-24 07:22:58,后***壁,15
我就摔了一下就坏了，我好无语啊,2022-01-13 14:02:49,3,2,远峰蓝色,128GB,2022-01-01 12:31:16,无***梦,12
该说不说热点这块不兼容就很烦,2022-01-11 08:20:19,3,4,远峰蓝色,256GB,2022-01-07 10:33:30,j***2,4
不打游戏也很烫是怎么回事呀，,2022-06-15 17:54:22,2,2,远峰蓝色,256GB,2022-06-01 22:50:52,Z***措,14
刚买两天就降价500元差评,2022-06-01 11:25:21,2,2,远峰蓝色,512GB,2022-05-27 10:11:38,k***n,5
我百分之50电量充满废了一个半小时！我笑了,2021-12-06 02:20:50,2,4,远峰蓝色,256GB,2021-12-04 13:15:09,杜***i,2
差评差评，充电线也太差了吧，非常后悔这次购物,2021-12-29 22:58:50,2,2,金色,256GB,2021-12-23 21:14:06,j***P,6
坑人买的时候9900，拿到手机后直接降价两百,2022-02-08 17:00:01,3,2,远峰蓝色,256GB,2022-01-28 21:09:27,u***t,11
很郁闷没有快充头，着急用退换麻烦,2021-12-03 20:00:16,2,4,远峰蓝色,512GB,2021-12-02 22:17:53,京***爷,1
"做工真是差
、那个缝隙可以塞一只脚！",2021-11-16 23:12:50,2,2,远峰蓝色,128GB,2021-11-16 09:24:04,波***0,0
微距拍照有点垃圾，整天扫码扫不到！,2021-11-23 14:16:06,3,2,银色,128GB,2021-11-10 20:11:36,嘿***安,13
本次购物太一波三折了，看到京东商城有货果断下手，不说了，感谢客服吧！,2021-11-29 11:17:43,3,4,金色,256GB,2021-11-28 15:04:47,泡***侠,1
买了两天就降价200，真不想给好评，手机是正品,2022-05-25 08:22:12,3,2,远峰蓝色,256GB,2022-05-16 08:13:19,y***i,9
客服比較差 最討厭機器人服務 請不起人 趕緊倒閉,2021-12-12 14:10:24,3,2,石墨色,256GB,2021-11-17 04:14:42,u***2,25
屏幕反应慢，消息也延迟，很失望,2022-01-15 23:02:44,3,2,远峰蓝色,256GB,2022-01-02 13:45:05,u***s,13
屏幕有个很微小的划痕，不仔细看看不出,2021-12-16 08:29:48,3,2,远峰蓝色,256GB,2021-11-10 20:12:52,j***h,36
手机背部开封就有一个擦不掉的印痕。太不靠谱了,2021-11-17 10:05:29,3,4,远峰蓝色,256GB,2021-11-11 01:12:22,时***诉,6
手机收到了，在使用中，差评快递，迟了两天才收到货,2021-11-14 20:38:42,3,2,远峰蓝色,128GB,2021-11-11 08:56:37,x***y,3
有没有人一接电话就断？很频繁,2022-01-12 14:40:36,3,2,远峰蓝色,256GB,2021-12-05 13:22:12,u***c,38
大家慎重购买，提交价保，显示秒杀商品，不能价保,2022-02-01 21:33:40,2,2,石墨色,128GB,2022-01-29 10:35:42,j***e,3
"差评
手机都到了8天了，充电器不发货，真糟心",2022-01-20 21:16:29,2,2,远峰蓝色,256GB,2022-01-13 10:55:15,云***士,7
贵重物品包装太简单！,2021-11-20 18:35:58,3,2,远峰蓝色,256GB,2021-11-17 18:44:18,j***f,3
太久了，差点忘了评价。  降价太快了，而且信号不太好,2021-12-30 11:10:16,3,4,远峰蓝色,256GB,2021-10-28 19:26:47,j***M,63
苦苦等了八天 太慢了,2021-12-28 22:41:24,3,2,石墨色,256GB,2021-12-15 16:08:19,张***s,13
千万不要领它送的那个电话卡。一天到晚就是封特别差劲,2022-01-17 00:35:27,2,2,远峰蓝色,128GB,2021-11-20 10:52:32,j***3,58
售后服务人员业务水平差，造成客服售后花了很多冤枉钱。,2022-04-01 15:19:00,3,2,远峰蓝色,512GB,2022-03-21 22:46:33,u***t,11
买的快充套餐太贵了，不满意，给个差评，手机很好,2022-01-11 21:49:52,3,4,远峰蓝色,256GB,2021-11-19 08:58:15,y***a,53
东西是新的 包装盒直接缺一个角 这么贵的东西还是让人很不愉快的,2021-11-05 10:22:14,3,2,远峰蓝色,128GB,2021-10-30 10:00:06,j***D,6
网络太差了，一点也不稳定&hellip;,2022-06-13 22:44:44,2,4,石墨色,256GB,2022-05-29 17:51:18,x***n,15
刚买几天就掉三百，差评,2022-05-26 18:44:32,3,2,远峰蓝色,256GB,2022-05-15 15:15:12,j***b,11
手机没问题，苹果的服务太差了，牛X得跟大爷似的，抵制苹果。,2021-12-30 12:15:24,3,29,金色,256GB,2021-12-08 21:57:27,x***1,22
刚收货激活就活动送AC+ 也不给补！简直气吐血！购物体验很差！,2021-12-06 16:09:31,2,2,远峰蓝色,128GB,2021-12-02 04:53:45,何***赢,4
打开包装盒发现此包装拆封条少了一个，客服给的说法很牵强,2021-11-26 01:28:01,2,4,石墨色,256GB,2021-11-11 03:28:28,j***c,15
苹果品控堪忧，这么贵的手机还有小划痕，无语,2021-11-15 00:28:51,3,2,远峰蓝色,256GB,2021-11-05 00:32:46,m***x,10
京东服务没问题，这个三星是给苹果的，垃圾品控划痕划痕,2021-11-24 15:54:34,3,2,金色,256GB,2021-11-20 02:03:44,老***F,4
手机没问题，一直不给发货给客服打了几次电话今天上午才给送到，自营客服回答很敷衍,2021-10-11 15:45:52,3,2,远峰蓝色,256GB,2021-09-30 10:00:03,耶***哦,11
