ID,DEWP,Ir,Is,Iws,PRES,TEMP,cbwd_NE,cbwd_NW,cbwd_SE,cbwd_cv,date,hour,Label
15482,-5,0,0,3.58,1020.0,12.0,1,0,0,0,2012-03-26,11,131.0
15483,-4,0,0,1.79,1019.0,14.0,0,0,1,0,2012-03-26,12,133.0
15484,-4,0,0,4.92,1018.0,16.0,0,0,1,0,2012-03-26,13,138.0
15485,-6,0,0,3.13,1017.0,17.0,0,0,0,1,2012-03-26,14,144.0
15486,-4,0,0,3.13,1016.0,18.0,0,0,1,0,2012-03-26,15,148.0
15487,-4,0,0,6.26,1015.0,18.0,0,0,1,0,2012-03-26,16,147.0
15488,-3,0,0,9.39,1015.0,18.0,0,0,1,0,2012-03-26,17,135.0
15489,-3,0,0,10.28,1016.0,15.0,0,0,1,0,2012-03-26,18,134.0
15490,-2,0,0,11.17,1016.0,13.0,0,0,1,0,2012-03-26,19,146.0
15491,-1,0,0,0.89,1017.0,9.0,0,0,0,1,2012-03-26,20,204.0
15492,-2,0,0,1.78,1017.0,8.0,0,0,0,1,2012-03-26,21,238.0
15493,-1,0,0,0.89,1018.0,7.0,1,0,0,0,2012-03-26,22,237.0
15494,0,0,0,0.89,1018.0,8.0,0,0,1,0,2012-03-26,23,280.0
15495,-1,0,0,3.13,1019.0,5.0,0,1,0,0,2012-03-27,0,280.0
15496,1,0,0,4.02,1019.0,5.0,0,1,0,0,2012-03-27,1,283.0
15497,-2,0,0,5.81,1019.0,4.0,0,1,0,0,2012-03-27,2,250.0
15498,-2,0,0,8.94,1019.0,4.0,0,1,0,0,2012-03-27,3,261.0
15499,-3,0,0,12.07,1019.0,5.0,0,1,0,0,2012-03-27,4,235.0
15500,-3,0,0,13.86,1020.0,5.0,0,1,0,0,2012-03-27,5,161.0
15501,-4,0,0,16.99,1020.0,2.0,0,1,0,0,2012-03-27,6,139.0
15502,-2,0,0,20.12,1021.0,5.0,0,1,0,0,2012-03-27,7,131.0
15503,-3,0,0,23.25,1022.0,11.0,0,1,0,0,2012-03-27,8,152.0
15504,-5,0,0,26.38,1022.0,15.0,0,1,0,0,2012-03-27,9,119.0
15505,-6,0,0,29.51,1022.0,17.0,0,1,0,0,2012-03-27,10,87.0
15506,-8,0,0,32.64,1022.0,20.0,0,1,0,0,2012-03-27,11,72.0
15507,-9,0,0,35.77,1021.0,22.0,0,1,0,0,2012-03-27,12,49.0
15508,-12,0,0,40.69,1020.0,23.0,0,1,0,0,2012-03-27,13,27.0
15509,-11,0,0,45.61,1019.0,23.0,0,1,0,0,2012-03-27,14,26.0
15510,-11,0,0,52.76,1019.0,24.0,0,1,0,0,2012-03-27,15,32.0
15511,-10,0,0,58.57,1018.0,25.0,0,1,0,0,2012-03-27,16,31.0
15512,-10,0,0,1.79,1018.0,23.0,1,0,0,0,2012-03-27,17,34.0
15513,-8,0,0,0.89,1019.0,21.0,0,0,1,0,2012-03-27,18,42.0
15514,-10,0,0,4.02,1019.0,21.0,0,0,1,0,2012-03-27,19,41.0
15515,-6,0,0,4.91,1020.0,17.0,0,0,1,0,2012-03-27,20,56.0
15516,-4,0,0,0.89,1021.0,13.0,0,0,0,1,2012-03-27,21,72.0
15517,-4,0,0,1.78,1022.0,11.0,0,0,0,1,2012-03-27,22,95.0
15518,-4,0,0,0.89,1022.0,10.0,1,0,0,0,2012-03-27,23,131.0
15519,-8,0,0,4.91,1023.0,16.0,1,0,0,0,2012-03-28,0,117.0
15520,-9,0,0,8.93,1024.0,16.0,1,0,0,0,2012-03-28,1,26.0
15521,-8,0,0,13.85,1024.0,15.0,1,0,0,0,2012-03-28,2,16.0
15522,-8,0,0,16.98,1024.0,14.0,1,0,0,0,2012-03-28,3,18.0
15523,-8,0,0,20.11,1025.0,9.0,1,0,0,0,2012-03-28,4,3.0
15524,-8,0,0,0.45,1026.0,10.0,0,0,0,1,2012-03-28,5,5.0
15525,-7,0,0,1.34,1026.0,5.0,0,0,0,1,2012-03-28,6,40.0
15526,-4,0,0,1.79,1027.0,8.0,0,0,1,0,2012-03-28,7,78.0
15527,-5,0,0,1.79,1027.0,13.0,1,0,0,0,2012-03-28,8,97.0
15528,-5,0,0,1.79,1028.0,15.0,0,0,1,0,2012-03-28,9,96.0
15529,-6,0,0,5.81,1027.0,16.0,0,0,1,0,2012-03-28,10,62.0
15530,-5,0,0,10.73,1027.0,18.0,0,0,1,0,2012-03-28,11,61.0
15531,-6,0,0,15.65,1026.0,19.0,0,0,1,0,2012-03-28,12,58.0
15532,-5,0,0,20.57,1025.0,19.0,0,0,1,0,2012-03-28,13,51.0
15533,-4,0,0,25.49,1023.0,19.0,0,0,1,0,2012-03-28,14,59.0
15534,-4,0,0,32.64,1022.0,19.0,0,0,1,0,2012-03-28,15,57.0
15535,-5,0,0,38.45,1021.0,18.0,0,0,1,0,2012-03-28,16,48.0
15536,-4,0,0,44.26,1020.0,17.0,0,0,1,0,2012-03-28,17,48.0
15537,-5,0,0,50.07,1020.0,16.0,0,0,1,0,2012-03-28,18,41.0
15538,-5,0,0,54.99,1020.0,14.0,0,0,1,0,2012-03-28,19,37.0
15539,-5,0,0,58.12,1020.0,13.0,0,0,1,0,2012-03-28,20,32.0
15540,-4,0,0,61.25,1020.0,12.0,0,0,1,0,2012-03-28,21,38.0
15541,-4,0,0,65.27,1019.0,11.0,0,0,1,0,2012-03-28,22,47.0
15542,-3,0,0,68.4,1019.0,11.0,0,0,1,0,2012-03-28,23,45.0
15543,-11,0,0,153.33,1020.0,11.0,0,1,0,0,2012-03-30,0,15.0
15544,-11,0,0,162.27,1021.0,10.0,0,1,0,0,2012-03-30,1,10.0
15545,-12,0,0,171.21,1021.0,9.0,0,1,0,0,2012-03-30,2,7.0
15546,-12,0,0,181.04,1022.0,9.0,0,1,0,0,2012-03-30,3,10.0
15547,-12,0,0,190.87,1022.0,8.0,0,1,0,0,2012-03-30,4,7.0
15548,-11,0,0,198.92,1023.0,7.0,0,1,0,0,2012-03-30,5,5.0
15549,-11,0,0,206.07,1023.0,6.0,0,1,0,0,2012-03-30,6,7.0
15550,-12,0,0,215.9,1024.0,7.0,0,1,0,0,2012-03-30,7,8.0
15551,-12,0,0,223.95,1025.0,9.0,0,1,0,0,2012-03-30,8,10.0
15552,-11,0,0,227.97,1025.0,9.0,0,1,0,0,2012-03-30,9,11.0
15553,-14,0,0,233.78,1024.0,10.0,0,1,0,0,2012-03-30,10,13.0
15554,-15,0,0,245.85,1023.0,11.0,0,1,0,0,2012-03-30,11,20.0
15555,-14,0,0,258.81,1023.0,13.0,0,1,0,0,2012-03-30,12,22.0
15556,-15,0,0,270.88,1022.0,13.0,0,1,0,0,2012-03-30,13,13.0
15557,-15,0,0,279.82,1022.0,13.0,0,1,0,0,2012-03-30,14,16.0
15558,-17,0,0,286.97,1021.0,13.0,0,1,0,0,2012-03-30,15,8.0
15559,-19,0,0,294.12,1020.0,12.0,0,1,0,0,2012-03-30,16,12.0
15560,-18,0,0,303.95,1020.0,11.0,0,1,0,0,2012-03-30,17,19.0
15561,-17,0,0,311.1,1020.0,11.0,0,1,0,0,2012-03-30,18,13.0
15562,-18,0,0,315.12,1019.0,11.0,0,1,0,0,2012-03-30,19,20.0
15563,-18,0,0,318.25,1019.0,11.0,0,1,0,0,2012-03-30,20,30.0
15564,-10,0,0,0.89,1019.0,10.0,0,0,0,1,2012-03-30,21,32.0
15565,-12,0,0,3.13,1018.0,10.0,0,1,0,0,2012-03-30,22,34.0
15566,-11,0,0,3.13,1017.0,10.0,0,0,1,0,2012-03-30,23,37.0
15567,-10,0,0,7.15,1017.0,11.0,0,0,1,0,2012-03-31,0,40.0
15568,-9,0,0,1.79,1017.0,8.0,1,0,0,0,2012-03-31,1,42.0
15569,-11,0,0,5.81,1017.0,8.0,1,0,0,0,2012-03-31,2,42.0
15570,-16,0,0,12.96,1018.0,8.0,0,1,0,0,2012-03-31,3,33.0
15571,-16,0,0,25.92,1018.0,7.0,0,1,0,0,2012-03-31,4,11.0
15572,-16,0,0,34.86,1019.0,6.0,0,1,0,0,2012-03-31,5,10.0
15573,-16,0,0,43.8,1020.0,5.0,0,1,0,0,2012-03-31,6,10.0
15574,-13,0,0,4.92,1021.0,5.0,1,0,0,0,2012-03-31,7,11.0
15575,-14,0,0,10.73,1021.0,6.0,1,0,0,0,2012-03-31,8,10.0
15576,-16,0,0,16.54,1021.0,6.0,1,0,0,0,2012-03-31,9,17.0
15577,-17,0,0,20.56,1022.0,8.0,1,0,0,0,2012-03-31,10,18.0
15578,-17,0,0,25.48,1021.0,9.0,1,0,0,0,2012-03-31,11,14.0
15579,-17,0,0,4.02,1020.0,11.0,0,0,1,0,2012-03-31,12,21.0
15580,-17,0,0,1.79,1020.0,11.0,0,0,0,1,2012-03-31,13,20.0
15581,-16,0,0,5.81,1019.0,13.0,0,0,0,1,2012-03-31,14,21.0
15582,-16,0,0,5.81,1019.0,13.0,0,0,1,0,2012-03-31,15,24.0
15583,-15,0,0,10.73,1018.0,13.0,0,0,1,0,2012-03-31,16,29.0
15584,-14,0,0,14.75,1018.0,12.0,0,0,1,0,2012-03-31,17,26.0
15585,-13,0,0,17.88,1018.0,12.0,0,0,1,0,2012-03-31,18,27.0
15586,-13,0,0,21.01,1018.0,9.0,0,0,1,0,2012-03-31,19,24.0
15587,-12,0,0,24.14,1019.0,9.0,0,0,1,0,2012-03-31,20,27.0
15588,-12,0,0,28.16,1019.0,9.0,0,0,1,0,2012-03-31,21,54.0
15589,-9,0,0,32.18,1019.0,7.0,0,0,1,0,2012-03-31,22,54.0
15590,-8,0,0,33.97,1019.0,6.0,0,0,1,0,2012-03-31,23,52.0
15591,-8,0,0,35.76,1019.0,5.0,0,0,1,0,2012-04-01,0,39.0
15592,-7,0,0,37.55,1019.0,5.0,0,0,1,0,2012-04-01,1,57.0
15593,-7,0,0,40.68,1019.0,4.0,0,0,1,0,2012-04-01,2,55.0
15594,-7,0,0,43.81,1019.0,4.0,0,0,1,0,2012-04-01,3,71.0
15595,-8,0,0,45.6,1019.0,4.0,0,0,1,0,2012-04-01,4,65.0
15596,-7,0,0,0.89,1019.0,3.0,0,0,0,1,2012-04-01,5,57.0
15597,-4,0,0,1.79,1019.0,4.0,0,0,1,0,2012-04-01,6,54.0
15598,-3,0,0,0.89,1019.0,4.0,0,0,0,1,2012-04-01,7,53.0
15599,-5,0,0,1.79,1019.0,6.0,0,0,1,0,2012-04-01,8,82.0
15600,-7,0,0,4.92,1019.0,7.0,0,0,1,0,2012-04-01,9,90.0
15601,-7,0,0,8.05,1019.0,9.0,0,0,1,0,2012-04-01,10,78.0
15602,-9,0,0,12.07,1018.0,10.0,0,0,1,0,2012-04-01,11,76.0
15603,-7,0,0,16.99,1017.0,11.0,0,0,1,0,2012-04-01,12,79.0
15604,-7,0,0,24.14,1015.0,12.0,0,0,1,0,2012-04-01,13,63.0
15605,-6,0,0,29.95,1015.0,12.0,0,0,1,0,2012-04-01,14,56.0
15606,-7,0,0,35.76,1014.0,11.0,0,0,1,0,2012-04-01,15,49.0
15607,-8,0,0,42.91,1014.0,11.0,0,0,1,0,2012-04-01,16,40.0
15608,-7,0,0,50.06,1014.0,9.0,0,0,1,0,2012-04-01,17,43.0
15609,-7,0,0,54.98,1015.0,9.0,0,0,1,0,2012-04-01,18,38.0
15610,-7,0,0,60.79,1015.0,8.0,0,0,1,0,2012-04-01,19,36.0
15611,-8,0,0,64.81,1016.0,8.0,0,0,1,0,2012-04-01,20,43.0
15612,-9,0,0,67.94,1016.0,7.0,0,0,1,0,2012-04-01,21,47.0
15613,-10,0,0,71.07,1016.0,7.0,0,0,1,0,2012-04-01,22,54.0
15614,-10,0,0,72.86,1015.0,7.0,0,0,1,0,2012-04-01,23,44.0
15615,-10,0,0,0.89,1014.0,6.0,0,0,0,1,2012-04-02,0,28.0
15616,-9,0,0,1.78,1014.0,6.0,0,0,0,1,2012-04-02,1,41.0
15617,-9,0,0,1.79,1014.0,7.0,0,1,0,0,2012-04-02,2,31.0
15618,-8,0,0,0.89,1013.0,6.0,0,0,1,0,2012-04-02,3,35.0
15619,-7,0,0,0.45,1013.0,6.0,0,0,0,1,2012-04-02,4,45.0
15620,-7,0,0,0.9,1013.0,6.0,0,0,0,1,2012-04-02,5,36.0
15621,-6,0,0,0.89,1013.0,6.0,0,0,1,0,2012-04-02,6,28.0
15622,-5,0,0,2.68,1014.0,6.0,0,0,1,0,2012-04-02,7,35.0
15623,-4,0,0,4.47,1015.0,6.0,0,0,1,0,2012-04-02,8,38.0
15624,-5,0,0,0.89,1016.0,7.0,0,0,0,1,2012-04-02,9,49.0
15625,-8,0,0,1.78,1016.0,9.0,0,0,0,1,2012-04-02,10,46.0
15626,-7,0,0,1.79,1016.0,10.0,0,0,1,0,2012-04-02,11,60.0
15627,-7,0,0,3.58,1015.0,11.0,0,0,1,0,2012-04-02,12,52.0
15628,-5,0,0,7.6,1015.0,11.0,0,0,1,0,2012-04-02,13,48.0
15629,-6,0,0,10.73,1014.0,11.0,0,0,1,0,2012-04-02,14,52.0
15630,-6,0,0,14.75,1014.0,11.0,0,0,1,0,2012-04-02,15,55.0
15631,-3,0,0,19.67,1014.0,11.0,0,0,1,0,2012-04-02,16,64.0
15632,-3,0,0,24.59,1014.0,11.0,0,0,1,0,2012-04-02,17,58.0
15633,-3,0,0,29.51,1016.0,10.0,0,0,1,0,2012-04-02,18,55.0
15634,-3,0,0,3.13,1017.0,10.0,0,0,0,1,2012-04-02,19,61.0
15635,-2,0,0,4.02,1019.0,9.0,0,0,0,1,2012-04-02,20,63.0
15636,-6,0,0,4.92,1020.0,6.0,0,1,0,0,2012-04-02,21,12.0
15637,-14,0,0,10.73,1020.0,10.0,0,1,0,0,2012-04-02,22,11.0
15638,-12,0,0,18.78,1021.0,9.0,0,1,0,0,2012-04-02,23,11.0
15639,-10,0,0,27.72,1021.0,8.0,0,1,0,0,2012-04-03,0,11.0
15640,-12,0,0,36.66,1022.0,7.0,0,1,0,0,2012-04-03,1,10.0
15641,-14,0,0,42.47,1021.0,6.0,0,1,0,0,2012-04-03,2,8.0
15642,-14,0,0,50.52,1021.0,7.0,0,1,0,0,2012-04-03,3,7.0
15643,-14,0,0,56.33,1020.0,5.0,0,1,0,0,2012-04-03,4,8.0
15644,-14,0,0,61.25,1020.0,3.0,0,1,0,0,2012-04-03,5,15.0
15645,-13,0,0,0.89,1020.0,3.0,1,0,0,0,2012-04-03,6,17.0
15646,-12,0,0,4.02,1020.0,5.0,1,0,0,0,2012-04-03,7,32.0
15647,-15,0,0,1.79,1019.0,10.0,0,1,0,0,2012-04-03,8,20.0
15648,-14,0,0,3.13,1019.0,10.0,0,0,1,0,2012-04-03,9,24.0
15649,-15,0,0,8.94,1018.0,12.0,0,0,1,0,2012-04-03,10,26.0
15650,-15,0,0,14.75,1017.0,13.0,0,0,1,0,2012-04-03,11,28.0
15651,-14,0,0,4.92,1015.0,15.0,0,1,0,0,2012-04-03,12,34.0
15652,-13,0,0,8.05,1013.0,17.0,0,0,1,0,2012-04-03,13,24.0
15653,-13,0,0,8.94,1012.0,19.0,0,1,0,0,2012-04-03,14,39.0
15654,-12,0,0,14.75,1010.0,20.0,0,1,0,0,2012-04-03,15,35.0
15655,-15,0,0,20.56,1009.0,21.0,0,1,0,0,2012-04-03,16,32.0
15656,-15,0,0,28.61,1009.0,20.0,0,1,0,0,2012-04-03,17,27.0
15657,-16,0,0,33.53,1010.0,19.0,0,1,0,0,2012-04-03,18,10.0
15658,-14,0,0,36.66,1010.0,18.0,0,1,0,0,2012-04-03,19,18.0
15659,-15,0,0,40.68,1011.0,17.0,0,1,0,0,2012-04-03,20,19.0
15660,-16,0,0,46.49,1012.0,17.0,0,1,0,0,2012-04-03,21,15.0
15661,-17,0,0,51.41,1011.0,16.0,0,1,0,0,2012-04-03,22,27.0
15662,-17,0,0,0.89,1011.0,15.0,0,0,0,1,2012-04-03,23,25.0
15663,-13,0,0,1.79,1011.0,10.0,0,0,1,0,2012-04-04,0,18.0
15664,-16,0,0,6.71,1010.0,14.0,0,0,1,0,2012-04-04,1,25.0
15665,-16,0,0,8.5,1009.0,12.0,0,0,1,0,2012-04-04,2,25.0
15666,-16,0,0,10.29,1008.0,12.0,0,0,1,0,2012-04-04,3,9.0
15667,-14,0,0,0.89,1008.0,9.0,0,0,0,1,2012-04-04,4,9.0
15668,-16,0,0,7.15,1009.0,15.0,0,1,0,0,2012-04-04,5,30.0
15669,-15,0,0,12.96,1009.0,14.0,0,1,0,0,2012-04-04,6,19.0
15670,-13,0,0,21.01,1010.0,15.0,0,1,0,0,2012-04-04,7,10.0
15671,-12,0,0,25.93,1012.0,16.0,0,1,0,0,2012-04-04,8,11.0
15672,-11,0,0,31.74,1012.0,16.0,0,1,0,0,2012-04-04,9,32.0
15673,-11,0,0,41.57,1013.0,18.0,0,1,0,0,2012-04-04,10,22.0
15674,-12,0,0,49.62,1012.0,19.0,0,1,0,0,2012-04-04,11,21.0
15675,-12,0,0,57.67,1012.0,18.0,0,1,0,0,2012-04-04,12,21.0
15676,-13,0,0,64.82,1012.0,19.0,0,1,0,0,2012-04-04,13,14.0
15677,-15,0,0,76.89,1011.0,20.0,0,1,0,0,2012-04-04,14,18.0
15678,-15,0,0,86.72,1010.0,20.0,0,1,0,0,2012-04-04,15,22.0
15679,-16,0,0,96.55,1010.0,19.0,0,1,0,0,2012-04-04,16,18.0
15680,-16,0,0,104.6,1010.0,19.0,0,1,0,0,2012-04-04,17,10.0
15681,-15,0,0,113.54,1011.0,16.0,0,1,0,0,2012-04-04,18,11.0
15682,-16,0,0,121.59,1012.0,14.0,0,1,0,0,2012-04-04,19,11.0
15683,-16,0,0,128.74,1014.0,13.0,0,1,0,0,2012-04-04,20,10.0
15684,-16,0,0,4.02,1014.0,12.0,1,0,0,0,2012-04-04,21,11.0
15685,-15,0,0,3.13,1015.0,12.0,0,1,0,0,2012-04-04,22,11.0
15686,-14,0,0,8.94,1016.0,13.0,0,1,0,0,2012-04-04,23,11.0
15687,-8,0,0,3.13,1017.0,12.0,1,0,0,0,2012-04-06,0,15.0
15688,-8,0,0,6.26,1017.0,12.0,1,0,0,0,2012-04-06,1,20.0
15689,-8,0,0,9.39,1017.0,12.0,1,0,0,0,2012-04-06,2,20.0
15690,-6,0,0,0.89,1017.0,9.0,0,0,0,1,2012-04-06,3,17.0
15691,-5,0,0,0.89,1017.0,8.0,0,0,1,0,2012-04-06,4,24.0
15692,-5,0,0,0.45,1017.0,7.0,0,0,0,1,2012-04-06,5,36.0
15693,-5,0,0,0.9,1017.0,5.0,0,0,0,1,2012-04-06,6,37.0
15694,-3,0,0,0.89,1018.0,8.0,1,0,0,0,2012-04-06,7,38.0
15695,-6,0,0,1.79,1018.0,12.0,0,0,1,0,2012-04-06,8,44.0
15696,-8,0,0,0.89,1019.0,15.0,0,0,0,1,2012-04-06,9,51.0
15697,-8,0,0,1.79,1018.0,19.0,0,1,0,0,2012-04-06,10,49.0
15698,-8,0,0,5.81,1018.0,19.0,0,1,0,0,2012-04-06,11,37.0
15699,-8,0,0,4.02,1017.0,20.0,0,0,1,0,2012-04-06,12,37.0
15700,-8,0,0,4.92,1016.0,21.0,0,1,0,0,2012-04-06,13,35.0
15701,-7,0,0,8.94,1015.0,23.0,0,1,0,0,2012-04-06,14,28.0
15702,-7,0,0,4.02,1014.0,23.0,1,0,0,0,2012-04-06,15,24.0
15703,-8,0,0,4.02,1014.0,23.0,0,1,0,0,2012-04-06,16,21.0
15704,-8,0,0,7.15,1014.0,23.0,0,1,0,0,2012-04-06,17,20.0
15705,-3,0,0,8.05,1015.0,14.0,0,0,1,0,2012-04-06,18,32.0
15706,-3,0,0,15.2,1017.0,10.0,0,0,1,0,2012-04-06,19,36.0
15707,-4,0,0,20.12,1019.0,9.0,0,0,1,0,2012-04-06,20,28.0
15708,-5,0,0,24.14,1021.0,7.0,0,0,1,0,2012-04-06,21,18.0
15709,-7,0,0,27.27,1022.0,6.0,0,0,1,0,2012-04-06,22,21.0
15710,-8,0,0,29.06,1022.0,6.0,0,0,1,0,2012-04-06,23,23.0
15711,-8,0,0,30.85,1021.0,5.0,0,0,1,0,2012-04-07,0,18.0
15712,-8,0,0,0.89,1021.0,3.0,1,0,0,0,2012-04-07,1,14.0
15713,-8,0,0,0.89,1021.0,3.0,0,0,1,0,2012-04-07,2,27.0
15714,-8,0,0,0.89,1021.0,1.0,0,1,0,0,2012-04-07,3,42.0
15715,-6,0,0,0.89,1020.0,2.0,1,0,0,0,2012-04-07,4,46.0
15716,-8,0,0,0.89,1020.0,2.0,0,1,0,0,2012-04-07,5,53.0
15717,-8,0,0,2.68,1020.0,1.0,0,1,0,0,2012-04-07,6,52.0
15718,-4,0,0,4.47,1020.0,4.0,0,1,0,0,2012-04-07,7,58.0
15719,-8,0,0,6.26,1020.0,8.0,0,1,0,0,2012-04-07,8,53.0
15720,-9,0,0,0.89,1019.0,10.0,0,0,0,1,2012-04-07,9,56.0
15721,-9,0,0,2.68,1018.0,11.0,0,0,0,1,2012-04-07,10,53.0
15722,-7,0,0,4.47,1017.0,13.0,0,0,0,1,2012-04-07,11,54.0
15723,-7,0,0,6.26,1016.0,14.0,0,0,0,1,2012-04-07,12,63.0
15724,-6,0,0,4.02,1014.0,16.0,0,0,1,0,2012-04-07,13,80.0
15725,-6,0,0,8.94,1013.0,18.0,0,0,1,0,2012-04-07,14,92.0
15726,-4,0,0,13.86,1012.0,20.0,0,0,1,0,2012-04-07,15,81.0
15727,-4,0,0,19.67,1011.0,20.0,0,0,1,0,2012-04-07,16,76.0
15728,-3,0,0,23.69,1010.0,20.0,0,0,1,0,2012-04-07,17,95.0
15729,-2,0,0,26.82,1010.0,20.0,0,0,1,0,2012-04-07,18,87.0
15730,-1,0,0,1.79,1010.0,16.0,0,1,0,0,2012-04-07,19,83.0
15731,0,0,0,0.89,1011.0,15.0,0,0,0,1,2012-04-07,20,124.0
15732,-1,0,0,1.79,1012.0,14.0,1,0,0,0,2012-04-07,21,171.0
15733,0,0,0,0.89,1012.0,12.0,0,0,0,1,2012-04-07,22,151.0
15734,-1,0,0,1.79,1012.0,13.0,0,1,0,0,2012-04-07,23,147.0
15735,-2,0,0,4.92,1013.0,12.0,0,1,0,0,2012-04-08,0,160.0
15736,-2,0,0,6.71,1013.0,12.0,0,1,0,0,2012-04-08,1,154.0
15737,-1,0,0,8.5,1014.0,10.0,0,1,0,0,2012-04-08,2,123.0
15738,-8,0,0,12.52,1014.0,10.0,0,1,0,0,2012-04-08,3,93.0
15739,-11,0,0,17.44,1015.0,14.0,0,1,0,0,2012-04-08,4,92.0
15740,-14,0,0,24.59,1015.0,14.0,0,1,0,0,2012-04-08,5,49.0
15741,-14,0,0,27.72,1016.0,13.0,0,1,0,0,2012-04-08,6,42.0
15742,-14,0,0,33.53,1017.0,15.0,0,1,0,0,2012-04-08,7,35.0
15743,-16,0,0,41.58,1017.0,17.0,0,1,0,0,2012-04-08,8,33.0
15744,-15,0,0,48.73,1017.0,18.0,0,1,0,0,2012-04-08,9,24.0
15745,-16,0,0,54.54,1017.0,19.0,0,1,0,0,2012-04-08,10,91.0
15746,-15,0,0,60.35,1017.0,20.0,0,1,0,0,2012-04-08,11,42.0
15747,-14,0,0,66.16,1016.0,22.0,0,1,0,0,2012-04-08,12,20.0
15748,-15,0,0,71.08,1015.0,22.0,0,1,0,0,2012-04-08,13,18.0
15749,-14,0,0,76.89,1014.0,24.0,0,1,0,0,2012-04-08,14,23.0
15750,-14,0,0,84.94,1013.0,24.0,0,1,0,0,2012-04-08,15,23.0
15751,-14,0,0,90.75,1012.0,24.0,0,1,0,0,2012-04-08,16,22.0
15752,-13,0,0,95.67,1012.0,25.0,0,1,0,0,2012-04-08,17,66.0
15753,-14,0,0,97.46,1012.0,24.0,0,1,0,0,2012-04-08,18,17.0
15754,-13,0,0,4.02,1013.0,18.0,0,0,1,0,2012-04-08,19,16.0
15755,-12,0,0,7.15,1013.0,18.0,0,0,1,0,2012-04-08,20,27.0
15756,-9,0,0,8.94,1013.0,17.0,0,0,1,0,2012-04-08,21,31.0
15757,-9,0,0,12.07,1013.0,17.0,0,0,1,0,2012-04-08,22,47.0
15758,-7,0,0,15.2,1014.0,18.0,0,0,1,0,2012-04-08,23,49.0
15759,-6,0,0,16.99,1014.0,14.0,0,0,1,0,2012-04-09,0,63.0
15760,-5,0,0,18.78,1014.0,12.0,0,0,1,0,2012-04-09,1,79.0
15761,-5,0,0,20.57,1014.0,13.0,0,0,1,0,2012-04-09,2,80.0
15762,-4,0,0,22.36,1014.0,10.0,0,0,1,0,2012-04-09,3,100.0
15763,-3,0,0,25.49,1014.0,11.0,0,0,1,0,2012-04-09,4,111.0
15764,-2,0,0,27.28,1014.0,10.0,0,0,1,0,2012-04-09,5,148.0
15765,-1,0,0,29.07,1015.0,10.0,0,0,1,0,2012-04-09,6,150.0
15766,0,0,0,0.89,1015.0,10.0,1,0,0,0,2012-04-09,7,164.0
15767,0,0,0,0.89,1016.0,13.0,0,0,0,1,2012-04-09,8,164.0
15768,0,0,0,1.79,1016.0,16.0,0,0,1,0,2012-04-09,9,181.0
15769,0,0,0,4.92,1015.0,18.0,0,0,1,0,2012-04-09,10,183.0
15770,0,0,0,8.05,1014.0,21.0,0,0,1,0,2012-04-09,11,170.0
15771,1,0,0,12.97,1012.0,23.0,0,0,1,0,2012-04-09,12,171.0
15772,1,0,0,17.89,1012.0,24.0,0,0,1,0,2012-04-09,13,160.0
15773,2,0,0,22.81,1011.0,25.0,0,0,1,0,2012-04-09,14,163.0
15774,4,0,0,27.73,1010.0,25.0,0,0,1,0,2012-04-09,15,138.0
15775,4,0,0,34.88,1009.0,27.0,0,0,1,0,2012-04-09,16,119.0
15776,3,0,0,42.03,1008.0,26.0,0,0,1,0,2012-04-09,17,99.0
15777,5,0,0,46.95,1009.0,25.0,0,0,1,0,2012-04-09,18,108.0
15778,5,0,0,51.87,1009.0,24.0,0,0,1,0,2012-04-09,19,90.0
15779,4,0,0,55.89,1010.0,22.0,0,0,1,0,2012-04-09,20,70.0
15780,4,0,0,59.02,1010.0,22.0,0,0,1,0,2012-04-09,21,73.0
15781,8,0,0,60.81,1011.0,18.0,0,0,1,0,2012-04-09,22,79.0
15782,7,0,0,62.6,1011.0,18.0,0,0,1,0,2012-04-09,23,91.0
15783,7,0,0,64.39,1011.0,18.0,0,0,1,0,2012-04-10,0,81.0
15784,7,0,0,0.89,1010.0,17.0,0,0,0,1,2012-04-10,1,80.0
15785,7,0,0,3.13,1010.0,18.0,0,0,1,0,2012-04-10,2,91.0
15786,7,0,0,7.15,1009.0,17.0,0,0,1,0,2012-04-10,3,101.0
15787,7,0,0,11.17,1009.0,16.0,0,0,1,0,2012-04-10,4,107.0
15788,7,0,0,14.3,1009.0,15.0,0,0,1,0,2012-04-10,5,104.0
15789,8,0,0,0.89,1009.0,14.0,0,0,0,1,2012-04-10,6,94.0
15790,9,0,0,1.78,1009.0,14.0,0,0,0,1,2012-04-10,7,72.0
15791,6,0,0,8.05,1009.0,20.0,0,0,1,0,2012-04-10,8,68.0
15792,6,0,0,20.12,1009.0,21.0,0,0,1,0,2012-04-10,9,41.0
15793,6,0,0,28.17,1010.0,21.0,0,0,1,0,2012-04-10,10,45.0
15794,8,0,0,39.35,1010.0,21.0,0,0,1,0,2012-04-10,11,50.0
15795,8,0,0,49.18,1009.0,21.0,0,0,1,0,2012-04-10,12,62.0
15796,8,0,0,57.23,1008.0,22.0,0,0,1,0,2012-04-10,13,60.0
15797,8,0,0,65.28,1007.0,22.0,0,0,1,0,2012-04-10,14,54.0
15798,8,0,0,71.09,1007.0,22.0,0,0,1,0,2012-04-10,15,56.0
