uid,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,y
3730,0,0,-1,0,85.39408077,34.24253565,1,0.988226779,2,3,1,0,1,3,2,0,2.845710882,106,6,61.70059766,0
3731,0,0,-1,0,41.26,0,1,0,1,2,1,0,1,7,8,0,-1,48,5,35,1
3732,1,3,119.119,84,91.93,23.1,1,0,7,171,1,0,1,1,8,2,141.76,91,8,90,1
3733,1,1,-1,0,94.92,19.66,1,0.33,1,1,1,0,1,1,17,1,-1,72,13,70,1
3734,0,0,104.07555,0,109.57,3.62,1,13.31,2,30,1,0,1,3,12,0,-1,114,1,115,1
3735,87,18,111.53714,13,24.26,18.55,1,98.31,1,140,1,0,1,2,38,7,160.05,11,2,39,1
3736,1,4,102.70201,5,57.62,39.02,3,16.17,7,9,1,0,1,26,107,3,6.92,43,7,43,1
3737,1,6,119.02182,0,59.53,0,1,0,1,41,1,0,1,3,0,4,0.74,30,1,50,1
3738,1,8,-1,0,115.59,17.76,8,13.32,39,0,1,0,1,1,14,5,7.83,161,1,87,1
3739,0,0,108.9356,0,100.78,17.31,2,2.19,2,8,1,0,1,13,12,0,0.28,18,4,79,0
3740,36,75,108.9356,21,55.81,43.01,1,38.93,1,25,1,0,152,5,10,39,57.32,39,4,41,1
3741,1,1,-1,0,35.81665563,20.14784881,1,80.01494339,1,0,1,0,1,2,1,1,25.96184637,2,2,29.85229054,0
3742,1,27,118.029299,0,142.7320416,31.70300865,1,23.40182811,1,7,1,0,1,3,9,8,15.51940217,73,2,129.0432791,0
3743,1,0,120.7738836,0,62.5663721,22.36382364,1,25.80215883,1,0,1,0,1,5,1,2,-1,25,1,31.93642803,0
3744,0,0,-1,0,48.91945638,49.32876865,1,0.022420227,1,1,1,0,1,2,0,0,-1,24,1,49.92581543,1
3745,0,0,-1,0,199.38,19.12,1,0,1,9,1,0,1,42,6,0,-1,205,27,184,1
3746,1,5,121.47262,0,44.98,3.48,1,10.97,1,33,1,0,1,4,4,7,-1,23,2,39,1
3747,46,29,-1,47,66.72,28.48,1,6.75,2,204,1,0,1,3,22,6,47.76,26,2,78,1
3748,0,0,113.26762,126,30.88,59.83,1,1.02,2,19,1,105,1,28,33,0,186.16,66,4,22,1
3749,1,7,118.58282,0,109.48,35.34,1,27.54,1,43,1,0,1,4,1,5,-1,61,4,90,1
3750,0,0,106.52262,0,179.84,16.18,1,0,2,86,1,0,1,7,4,0,-1,200,3,87,1
3751,6,40,104.72651,57,53.17,5.42,1,29.68,1,28,1,0,1,13,21,9,56.17,29,11,52,0
3752,2,76,120.57872,15,76.98,24.65,1,21.81,13,220,210,140,1,2,3,22,133.87,177,7,82,1
3753,1,1,-1,12,66.84912761,14.40690253,1,0,1,1,1,0,1,3,1,1,72.31438495,109,1,51.55051732,0
3754,0,0,110.38412,19,63.57,25.47,1,0.29,1,76,1,0,1,2,69,0,23.94,37,17,64,1
3755,0,0,105.6040963,46,21.78049062,7.182788499,1,35.61225908,1,0,1,0,1,2,10,0,97.75925992,10,1,17.18155779,0
3756,1,1,-1,1,43.77,53.18,1,0,1,68,1,0,1,2,0,1,0.01,15,6,41,0
3757,62,33,117.18511,75,87.93,51.8,1,165.55,11,1,1,0,1,20,23,8,104.81,41,7,64,1
3758,5,28,113.26762,0,67.37,67.25,1,0.89,1,83,1,0,1,8,34,3,-1,46,10,55,1
3759,1,1,-1,6,52.29,39.96,1,0,2,54,1,0,1,11,2,1,39.86,74,4,28,1
3760,158,363,120.64772,55,261.65,20.93,1,325.87,4,2,1,102,1,16,2,95,54.7,179,89,310,1
3761,1,1,113.26762,6,106.73,24.77,1,32.32,1,26,1,0,1,4,10,1,5.79,133,3,46,1
3762,2,27,113.11061,10,81.36,54.02,1,0.27,23,128,1,167,1,3,197,10,174.08,94,2,73,1
3763,0,0,121.00093,123,43.65,23.86,67,7.72,1,75,1,0,1,2,10,0,203.93,115,5,32,1
3764,64,106,-1,6,68.56,30.86,1,40.53,6,5,1,101,1,11,4,47,128.6,61,6,59,1
3765,3,66,-1,0,53.74,0,2,0,3,0,1,0,1,1,57,4,-1,50,2,30,1
3766,0,0,109.0411951,46,49.13018392,32.67657705,1,0.950718776,1,10,1,0,1,2,5,0,83.13461425,15,1,22,0
3767,1,30,113.7124219,0,140.847063,36.72653559,1,0,1,71,1,0,1,5,5,7,-1,227,6,115,0
3768,31,24,-1,5,78.46,18.4,1,45.08,21,79,1,185,1,14,11,9,211.16,58,26,117,0
3769,1,1,117.27562,66,27.22,13.45,1,77.86,3,91,1,0,1,8,14,1,65.26,30,3,21,1
3770,0,0,120.16502,0,43.56,13.17,1,40.73,1,2,1,0,35,32,26,0,-1,25,2,21,1
3771,1,24,-1,0,59.59,0,1,0,1,1,1,0,1,1,16,3,0.28,12,5,69,1
3772,1,1,112.727778,0,52.3165114,18.53107967,1,8.934074431,1,43,1,0,1,3,12,1,-1,37,1,36.2876017,1
3773,0,0,111.4326778,4,29.52625061,23.13809873,1,2.676524996,1,0,1,0,1,1,56,0,58.88415692,15,1,18.7635168,0
3774,1,8,114.05388,11,32.55,53.56,1,0,4,17,1,0,176,4,0,9,53.93,31,1,22,1
3775,1,25,118.011,0,126.31,24.15,1,12.73,1,129,1,0,1,2,3,9,-1,102,5,65,1
3776,0,0,115.532019,0,111.0940605,55.55087775,1,10.10597871,1,18,1,0,1,5,3,0,-1,69,1,94.14053539,0
3777,167,416,118.58282,16,81.66,25.52,1,27.12,1,7,1,0,1,10,8,22,15.91,36,3,86,0
3778,0,0,114.27912,0,79.39,45.54,1,0.45,1,23,1,0,7,7,37,0,-1,66,9,51,1
3779,63,193,114.47025,0,127.81,5.16,1,6.64,1,9,1,0,1,12,17,10,-1,72,6,112,1
3780,1,0,119.6340761,0,58.77495254,28.22637931,1,70.11886828,1,7,1,0,1,2,1,0,21.62019116,36,6,73.87380402,0
3781,0,0,-1,0,73.98,16.48,1,0,1,112,1,0,1,2,66,0,-1,98,1,44,1
3782,0,0,-1,0,19.12,19.2,1,5.24,1,154,1,0,1,2,1,0,-1,9,1,17,1
3783,156,387,106.70011,49,408.92,36.76,1,177.89,52,32,68,91,1,5,2,83,128.87,69,10,251,1
3784,0,0,-1,11,96.47,25.26,1,25.07,12,11,1,0,1,23,57,0,61.74,42,3,36,1
3785,1,1,-1,0,132.2085751,68.24794666,1,2.325704207,1,12,1,0,1,7,9,1,17.40279083,300,1,118.9004309,0
3786,134,173,108.9356,90,83.63,20.57,2,40.01,4,47,42,0,1,8,104,28,150.03,45,2,100,0
3787,4,87,-1,0,52.68,18.61,1,0,3,1,1,0,1,47,20,3,-1,28,2,40,1
3788,1,3,131.14682,30,53.87,12.95,1,18.51,2,16,1,104,1,16,16,4,33.52,36,2,53,1
3789,8,29,111.28032,0,167.1,58.63,1,0.7,3,32,1,67,1,6,29,16,-1,199,5,137,1
3790,150,59,108.9356,14,52.08,61.19,1,0,1,34,1,0,1,6,143,81,48.44,65,5,37,1
3791,1,1,113.56362,0,195.15,21.87,1,4.94,1,6,21,0,1,20,53,1,-1,60,9,305,1
3792,8,5,113.02331,40,45.66,29.2,1,0,1,39,1,0,1,7,68,4,79.96,92,4,51,1
3793,1,8,121.47262,0,146.18,31.09,1,83.47,20,101,1,0,1,3,9,15,-1,35,5,199,1
3794,1,1,118.9981728,0,180.269063,37.20972114,1,323.5417769,1,8,1,0,1,11,10,1,33.37992482,168,3,231.6733786,0
3795,0,0,119.30322,8,38,33.35,1,49.21,1,40,1,0,1,17,5,0,9.14,29,6,35,1
3796,1,1,120.08366,0,105.27,26.94,1,30.38,2,48,1,0,121,6,1,1,-1,74,13,62,1
3797,1,1,112.4616,2,16.38,7.48,1,13.45,1,5,1,0,1,3,2,13,37.86,4,1,20,1
3798,1,1,107.3953547,0,137.733383,8.960714179,1,34.54568193,2,2,1,0,1,18,5,24,119.653659,111,2,144.9842755,0
3799,0,0,102.70201,0,55.24,30.67,1,195.84,1,22,1,0,1,28,5,0,-1,6,28,71,1
3800,1,0,115.7437556,0,191.705915,54.99809091,1,143.3403156,1,32,1,0,1,6,9,0,11.07378517,267,4,194.7045332,0
3801,0,0,120.08366,0,67.21,16.13,1,35.21,8,64,1,0,1,6,7,0,-1,109,7,44,1
3802,0,0,-1,9,36.32,66.73,1,0,2,46,1,0,1,8,91,0,8.37,83,4,42,1
3803,131,83,-1,0,353.97,27.49,37,138.39,17,7,1,0,1,9,7,17,36.48,76,19,231,1
3804,1,1,113.65302,0,57.17,13.21,1,28.4,1,2,130,0,1,9,2,1,1.73,43,2,41,1
3805,1,0,121.370307,4,94.71956496,25.64912708,1,15.40069471,2,13,1,0,1,18,1,12,89.26372413,44,2,109.3321953,1
3806,0,0,112.96831,4,49.72,14.24,1,0,1,35,1,0,1,9,5,0,3.99,16,3,61,1
3807,58,5,124.27623,0,35.4,53.07,133,283.75,1,74,1,0,1,2,1,6,0.31,22,2,27,1
3808,0,0,113.26762,0,61.85,71.27,1,7.1,1,122,1,0,1,6,6,0,-1,75,1,30,1
3809,1,1,-1,0,32.6,55.72,25,49.41,1,47,1,0,1,5,0,1,24.11,5,4,41,1
3810,1,1,103.831378,0,97.92218539,29.25402119,1,118.0085025,1,22,1,0,1,3,16,16,48.46841476,86,1,92.22730897,0
3811,0,0,116.64002,0,30.58304053,17.80728754,1,12.45429566,1,8,1,0,1,1,0,0,55.49172716,21,1,43.74304161,0
3812,13,213,113.26762,4,71.71,82.54,1,0,1,177,1,0,1,2,48,21,8.48,142,8,76,0
3813,0,0,114.05388,0,33.41,16.3,1,5.12,1,3,15,0,1,25,10,0,-1,29,1,20,1
3814,1,1,106.7229873,17,51.18003157,6.52391837,1,70.77289031,1,128,1,0,1,2,1,1,105.5804942,13,5,49.94863915,0
3815,0,0,114.06931,38,25.95,72.92,1,0,1,14,1,0,1,3,117,0,37.99,14,2,29,1
3816,1,12,-1,0,74.12,23.78,2,60.59,2,30,1,18,1,7,0,14,-1,91,4,36,1
3817,1,1,106.62012,0,45.61,7.6,49,0.73,1,2,1,0,1,51,2,4,48.06,69,3,28,1
3818,0,0,-1,0,51.67,25.99,1,0,1,44,1,0,1,3,30,0,-1,26,1,37,1
3819,1,0,113.6972523,8,55.34063523,7.584897576,1,12.54320915,1,36,1,0,1,2,12,0,130.6675938,31,1,53.35831158,0
3820,1,1,-1,0,78.20341211,20.72475379,1,86.47808732,1,12,1,0,1,7,11,1,59.98139161,96,1,79.38838508,0
3821,54,172,122.27011,0,67.8,28.18,1,14.76,1,34,76,3,1,23,17,12,-1,53,9,69,1
3822,1,3,113.3667,8,133.82,22.86,1,40.86,33,34,37,0,1,1,12,9,51.59,404,11,85,1
3823,0,0,-1,0,48.49,5.8,1,9.66,1,104,1,0,1,3,7,0,-1,94,1,28,1
3824,1,0,116.6123468,4,93.48764972,54.08620647,1,0,2,13,1,0,1,8,1,0,86.88473131,190,2,121.1908495,0
3825,0,0,116.38791,110,52.27,21.32,1,146.25,10,2,252,122,1,5,12,0,109.14,282,2,49,1
3826,0,0,120.08366,0,62.96,5.75,1,7.71,1,5,1,0,1,3,1,0,0.48,22,6,67,1
3827,1,40,104.76332,87,45.57,16.17,1,70.24,2,7,1,0,1,11,3,8,113.74,27,7,38,1
3828,1,27,115.0798986,0,114.314027,22.69403766,1,0.167890788,1,71,1,0,1,5,1,7,-0.448469244,95,6,120.2031203,0
3829,1,0,119.1571862,0,60.66159523,19.33760767,1,310.1507731,1,5,1,0,1,3,6,0,53.59472978,22,36,63.93967124,0
3830,1,1,115.7335901,0,106.062181,11.94926778,1,83.80522915,1,22,1,0,1,10,2,1,77.78303021,67,1,141.1988647,0
3831,0,0,116.38791,0,126.55,3.95,1,120.06,2,43,1,166,1,8,6,0,21.5,75,4,81,1
3832,0,0,-1,10,98.79,31.07,1,0,1,14,1,0,1,37,9,0,18.47,67,6,59,1
3833,1,1,-1,0,131.5210033,7.394454776,1,0,1,3,1,0,1,2,9,1,23.4823807,67,2,136.9366032,1
3834,0,0,116.38791,60,57.87,11.9,3,10.82,2,56,1,0,1,4,5,0,91.01,61,1,123,1
3835,0,0,121.47262,4,22.52,33.88,1,7.79,1,130,1,0,1,3,24,0,25.03,7,10,27,1
3836,1,1,104.07555,62,61.14,13.34,1,55.19,2,23,1,0,1,11,29,1,61.93,59,9,52,0
3837,1,1,122.3084709,0,53.05708579,16.12752913,1,34.15987496,1,9,1,0,1,2,1,1,5.294023492,17,5,55.07101582,0
3838,1,1,-1,13,64,28.17,81,22.88,14,2,1,0,1,72,12,6,216.62,350,49,80,1
3839,0,0,102,124,62.72,27.47,1,57.4,6,23,1,0,1,34,97,0,176.51,23,4,22,1
3840,1,0,112.9707384,0,131.9175281,41.75432639,1,1.116572319,1,0,1,0,1,5,1,4,-1,48,4,122.1125267,0
3841,1,5,118.12581,0,32.95,0,1,0,1,28,1,0,1,3,128,2,-1,20,7,16,1
3842,119,50,121.57652,0,101.44,1.21,61,6.4,8,30,1,0,1,4,45,8,106.75,73,2,65,1
3843,0,0,109.571938,0,30.91657639,50.96672585,1,0.534328418,1,12,1,0,1,5,0,0,37.4758411,6,1,24.94713612,0
3844,104,33,102.99701,9,101.75,13.04,1,48.36,2,65,197,0,1,3,8,14,72.85,47,7,82,1
3845,0,0,111.53714,0,58.09,26.45,1,33.62,1,33,68,0,1,18,1,0,70.25,40,2,63,1
3846,1,4,120.61312,0,192.74,22.22,72,67,3,51,1,0,1,14,5,2,71.92,166,12,153,1
3847,25,34,-1,0,86.27,21.39,2,54.71,1,14,1,0,1,39,66,12,-1,30,53,94,1
3848,43,39,113.65302,0,119.98,16.26,1,55.76,3,7,1,0,169,28,18,11,-1,80,5,85,1
3849,1,1,115.9836213,0,170.4728307,21.54818367,1,350.1169096,1,0,1,0,1,1,8,1,144.436019,279,6,88.85965509,0
3850,1,1,118.4495493,0,70.82947898,13.92731319,1,5.497349989,1,30,1,0,1,3,5,1,16.34742529,17,1,40.45895661,0
3851,0,0,-1,1,34.54,19.34,1,52.31,1,12,1,0,1,10,17,0,0.66,10,11,35,1
3852,0,0,119.94722,10,36.26,4.71,1,4.88,5,6,1,0,1,20,73,0,13.15,19,1,25,1
3853,0,0,114.05388,0,55.15,11.2,1,0,1,17,1,0,1,5,0,0,-1,198,6,35,1
3854,0,0,123.17132,0,94.63,20.39,1,0,2,3,1,0,1,44,6,0,0.9,58,3,99,1
3855,0,0,-1,0,24.93202784,20.91172208,1,54.57584832,1,0,1,0,1,1,0,0,-1,14,1,23.06083529,0
3856,1,1,121.03892,91,86.01,23.69,1,22.83,2,41,1,0,1,6,53,1,90.11,49,6,82,1
3857,0,0,-1,0,32.57,7.1,8,1.34,1,148,17,0,1,3,29,0,6.54,39,1,31,1
3858,135,182,-1,0,72.45,41.94,1,0,5,22,1,0,1,8,124,45,-1,32,6,66,1
3859,0,0,116.4065517,0,47.95890796,28.65176763,1,5.442615507,1,24,1,0,1,5,1,0,0.055816785,41,1,17.08718358,0
3860,1,1,111.68281,5,37.99,31.54,1,20.06,1,105,1,0,1,4,0,1,80.68,87,3,53,1
3861,19,102,120.16502,0,115.33,25.35,11,47.15,3,19,1,0,1,10,1,21,10.57,110,2,51,1
3862,1,1,115.48022,31,123.59,16.18,1,103.15,8,66,1,0,1,4,17,1,58.63,127,3,67,0
3863,181,164,114.06931,10,61.46,25.87,1,0.4,5,47,1,0,1,4,0,15,76.2,185,2,27,1
3864,1,1,40.62404841,0,167.7054563,13.38631717,1,182.4152158,2,0,1,0,1,6,5,1,-1,94,1,124.0794758,0
3865,1,2,102.95254,4,325.4,0.73,3,62.5,11,6,1,0,1,11,29,6,100.36,116,2,20,1
3866,0,0,104.76332,0,63.08,3.82,6,3.44,2,5,1,0,1,18,49,0,127.25,58,1,30,1
3867,3,104,-1,5,67.11,18.76,1,4.64,1,15,269,58,1,4,1,9,16.16,166,5,37,1
3868,1,1,118.011,4,67.15,40.64,1,35.58,1,0,1,0,1,1,0,1,7.54,32,14,76,1
3869,1,1,114.99512,0,49.53,10.13,1,51.37,1,5,1,0,1,2,29,1,-1,25,3,47,1
3870,1,0,118.1116745,18,33.16303166,7.277270858,1,51.93868669,1,0,1,0,1,3,7,0,73.66267858,18,1,25.28175878,1
3871,1,1,122.0260917,0,56.93203018,15.71386528,1,26.00571914,1,30,1,0,1,5,33,1,8.845950585,36,1,48.67840807,0
3872,1,1,109.49282,41,46.97,21.33,1,10.03,1,1,1,0,1,16,35,2,40.53,7,1,21,1
3873,1,13,117.1902,0,64.83,49.72,1,0,8,52,1,0,1,14,4,2,0.96,27,1,46,1
3874,1,1,128.90604,49,81.52,13.35,4,44.76,10,28,1,0,1,4,5,11,52.34,36,13,73,1
3875,0,0,112.6286825,0,44.38813708,41.19016348,1,14.20503033,1,0,1,0,1,2,1,0,3.320408885,19,2,33.40727019,0
3876,31,58,121.47262,0,63.63,35.52,1,1.77,18,14,83,0,1,5,176,8,-1,69,3,93,1
3877,0,0,113.02431,0,10.76,17.87,1,1.04,1,0,1,0,1,1,24,0,-1,7,1,8,1
3878,0,0,-1,0,89.25,44.61,1,37.8,5,26,1,0,1,2,2,0,-1,61,18,117,1
3879,22,16,-1,0,51.88,12.73,1,0,2,2,1,0,1,13,84,11,-1,33,1,53,1
3880,0,0,112.55161,0,57.8,31.49,1,22,1,5,1,0,1,13,11,0,0.57,82,1,21,1
3881,206,344,112.2465,7,94.61,25.55,79,19.18,36,14,1,0,1,45,7,111,182.53,313,4,176,0
3882,111,189,-1,18,115.99,32,1,0.67,27,22,1,0,1,17,77,22,19,98,3,99,1
3883,0,0,-1,0,33.41,52.24,1,0,1,0,137,0,1,1,55,0,-1,30,1,26,1
3884,1,1,-1,0,71.04,17.22,7,0.23,1,13,1,0,1,17,28,1,-1,22,5,65,1
3885,1,0,-1,0,89.21419757,44.93208874,1,0.579235289,1,2,1,0,1,10,2,0,-1,14,1,38.04752579,0
3886,1,1,118.9761127,10,76.41091372,51.53573145,1,135.5255611,8,7,1,0,1,4,7,1,88.82991625,36,1,95.45028537,0
3887,1,1,113.26762,0,76.35,47.77,1,20.66,1,14,1,0,1,4,16,16,0,91,1,22,1
3888,1,1,118.47148,30,63.98,55.27,27,0,5,37,1,0,1,17,2,1,155.01,180,4,52,1
3889,0,0,113.80532,37,69.03,35.93,1,0,4,1,1,0,1,2,4,0,125.98,56,7,83,1
3890,0,0,113.26762,24,47.99,31.69,1,3.92,1,56,1,0,1,7,20,0,24.52,83,1,17,1
3891,1,1,105.6858582,0,53.38634906,16.52324037,1,119.7489725,1,16,1,0,1,3,66,1,17.83225351,41,1,55.71591519,0
3892,1,1,117.27562,38,51.4,53.82,1,0,3,28,1,94,1,5,14,1,183.72,108,2,79,1
3893,0,0,120.57872,0,53.45,61.5,1,0.18,2,115,1,0,1,2,23,0,-1,20,4,39,1
3894,1,1,112.96831,37,27.56,33.61,1,0.1,4,20,1,0,1,5,1,1,177.26,27,13,37,1
3895,1,1,117.8841361,0,74.42394122,1.227740448,1,1.399477952,1,12,1,0,1,2,5,4,16.89064134,17,2,66.07680846,0
3896,1,1,108.2552972,0,46.00173828,35.49557169,1,42.97815889,1,5,1,0,1,11,1,1,111.1042879,13,1,46.86112562,1
3897,1,1,116.0945064,0,48.85672436,26.43064613,1,23.92801036,1,1,1,0,1,3,5,1,21.35343561,17,1,40.16890584,1
3898,1,1,-1,26,102.18,22.15,1,267.02,1,35,1,0,1,5,83,1,25.2,10,4,86,1
3899,69,13,113.26762,15,61.49,54.01,1,0.3,3,17,1,0,1,17,2,5,58.54,26,14,83,0
3900,1,3,-1,5,1090,19.94,4,6,1,26,1,0,1,4,11,2,10.51,68,1,33,1
3901,1,0,-1,0,215.0237728,42.84280483,1,6.358249515,1,3,1,0,1,4,2,0,-1,106,15,134.6482702,1
3902,0,0,112.7451266,0,62.11040654,51.68512727,1,0,1,24,1,0,1,3,1,0,-0.689870785,19,2,35.19544086,0
3903,109,196,-1,14,103.33,16.98,37,155.46,16,91,1,0,1,6,19,32,70.95,11,36,116,0
3904,1,1,114.27912,6,19.84,27.45,1,18.2,1,12,1,0,1,5,4,1,91.73,28,1,9,1
3905,87,219,118.58282,0,181.91,0,1,0,12,29,1,0,1,7,6,50,-1,80,1,180,1
3906,0,0,-1,0,79.72,41.77,1,1.53,2,64,1,0,1,3,2,0,16.35,50,3,62,1
3907,165,163,118.58282,80,129.45,27.46,1,19.45,98,5,1,0,1,48,70,16,196.8,117,90,151,1
3908,1,14,120.64772,0,195.07,24.88,4,156.9,19,38,1,0,1,15,6,4,3.02,88,20,133,1
3909,0,0,118.926,39,42.57,2.08,1,8.26,5,4,1,0,1,9,10,0,44.64,46,15,28,1
3910,1,39,104.76332,8,96.97,37.97,1,98.66,2,17,1,0,1,27,16,31,15.65,40,15,84,0
3911,1,1,113.1834482,8,31.3137776,20.31593899,1,12.18906979,1,43,1,0,1,2,19,1,124.1214526,13,1,12.42958982,1
3912,1,1,-1,0,44.06,6.75,1,4.34,1,83,1,0,1,2,1,1,0.01,24,1,32,0
3913,1,6,116.032646,10,45.24,0.23,1,6.51,1,15,1,0,1,6,182,7,70.76,134,14,55,1
3914,163,243,118.011,46,31.45,18.95,1,19.65,9,65,9,0,1,4,1,35,70.78,35,1,55,1
3915,1,6,120.64772,0,78.68,16.94,2,21.14,2,8,1,0,1,30,5,7,0,126,7,47,1
3916,9,7,112.2465,80,98.01,40.47,1,0.85,1,10,1,0,1,29,45,18,79.76,79,59,107,0
3917,1,1,-1,0,27.8378245,29.09281651,1,6.286798261,1,0,1,0,1,4,1,1,-1,14,2,15.03852299,0
3918,0,0,107.6068,24,24.97,49.61,1,11.19,1,0,1,0,1,1,1,0,23.91,6,5,18,0
3919,1,1,114.93194,6,74.15,0,1,106.78,1,110,1,0,1,3,0,1,5.91,47,2,76,1
3920,1,1,-1,0,120.1030565,64.28361525,1,0.977021253,1,6,1,0,1,2,2,2,15.07172765,37,1,115.3150745,0
3921,1,1,118.58282,72,62.46,11.85,1,39.53,1,17,1,0,1,27,107,1,71.2,139,13,73,1
3922,0,0,114.05388,1,60.26,16.79,1,72.74,3,29,134,0,1,4,14,0,0.2,63,5,35,1
3923,88,177,-1,14,26.75,12.16,1,21.56,47,18,1,0,1,7,25,13,16.99,15,1,34,1
3924,0,0,119.015482,4,33.35354734,11.6987318,1,12.70344181,1,0,1,0,1,1,1,0,66.96864212,4,1,23.16679122,0
3925,138,58,119.52372,0,70.36,20.39,1,543.55,5,65,1,0,1,2,20,2,-1,41,6,50,1
3926,1,1,112.8307426,0,320.5372303,22.14884514,1,128.7613086,1,1,1,0,1,25,1,1,103.6430106,139,9,312.5549772,0
3927,0,0,111.68281,0,98.08,21.42,1,54.08,1,20,1,1,1,9,2,0,-1,42,1,74,1
3928,1,45,113.11061,0,102.32,5.2,61,0,1,18,1,0,1,5,70,23,60.03,78,3,87,1
3929,1,55,113.26762,0,176.96,56.71,1,0,1,2,1,0,1,14,40,3,-1,233,14,203,1
3930,0,0,-1,0,96.68,19.54,1,0,8,36,1,0,1,7,85,0,-1,70,5,63,1
3931,1,21,106.912,41,130.29,30.94,1,35.74,6,51,1,0,1,9,17,6,40.96,148,36,150,1
3932,0,0,-1,0,46.88,41.37,1,0,6,36,36,0,1,7,25,0,-1,10,5,46,1
3933,1,1,99.944,4,102.47,29.6,1,11.93,2,99,1,0,1,5,6,7,84.26,116,12,134,0
3934,0,0,112.55161,7,39.53,6.43,174,0,1,3,1,0,1,4,65,0,7,11,1,23,1
3935,1,27,114.05388,32,45.51,53.4,1,11.77,69,62,173,108,1,10,15,2,188.21,56,26,53,1
3936,0,0,-1,0,44.39,47.42,166,0.67,3,31,1,0,1,14,86,0,153.98,63,1,18,1
3937,14,38,102.70201,71,73.88,18.83,1,36.84,1,92,1,0,1,5,44,13,80.94,39,1,137,1
3938,1,14,112.29661,0,104.74,10.09,47,25.26,10,1,1,0,1,28,19,3,46.77,166,1,82,1
3939,1,0,103.9746781,4,32.3564112,22.57878866,1,36.6978982,1,0,1,0,1,1,7,0,93.79534827,11,4,15.87433025,0
3940,37,90,113.11061,0,74.66,11.24,1,0,1,21,1,0,1,7,159,4,-1,98,5,54,0
3941,22,95,113.26762,7,60.07,54.38,1,0.51,21,50,1,0,1,5,0,2,6.11,121,15,53,1
3942,0,0,116.38791,0,31.17,39.27,130,0,1,0,100,0,1,1,13,0,134.05,23,6,23,1
3943,0,0,106.58543,6,31.74,24.57,1,59.46,1,33,1,0,1,4,6,0,5.32,9,2,36,1
3944,1,1,-1,0,143.72,1.34,1,36.17,1,3,1,0,1,14,20,2,-1,41,9,73,0
3945,0,0,121.54355,0,63.05,8.4,1,9.72,1,124,285,0,1,1,10,0,0.02,75,2,32,1
3946,1,1,113.1232686,0,50.05191702,49.13108902,1,67.54125683,1,9,1,0,1,11,3,0,2.604451212,67,1,57.67194308,0
3947,209,213,119.119,76,49.58,42.72,1,22.8,1,236,130,0,1,1,2,42,75.49,9,76,99,0
3948,9,14,-1,14,123.42,58.8,1,0,98,21,1,0,1,3,8,16,35.85,376,24,104,1
3949,1,0,106.2423091,5,22.29011665,3.808866919,1,34.10971904,1,0,1,0,1,1,1,0,81.60746214,15,1,24.27541076,0
3950,1,16,109.6201125,0,149.914851,30.99154469,1,459.6936513,1,8,1,0,1,11,1,22,54.35018423,39,23,121.5454783,0
3951,18,34,-1,0,32.5,19.15,43,0,1,18,1,0,1,12,68,21,42.02,15,1,45,1
3952,20,11,-1,0,29.38,35.74,1,6.97,1,14,1,0,1,17,7,5,0.89,13,4,17,1
3953,1,1,103.7932186,0,80.96276904,23.99549949,1,124.0734738,1,22,1,0,1,3,16,16,43.29437925,86,1,88.53473797,0
3954,179,140,-1,64,56.38,17.91,1,593.8,2,0,1,193,1,1,15,100,166.85,40,1,61,0
3955,0,0,114.06931,0,127.34,21.56,2,0,1,101,1,0,1,8,53,0,-1,50,4,123,1
3956,152,51,-1,0,177.04,41.07,1,0,1,2,1,0,1,35,3,29,-1,141,89,218,0
3957,185,169,112.19451,50,460.47,15.8,1,41.43,140,58,1,106,1,31,25,48,87.78,165,13,113,0
3958,1,2,118.926,16,34.44,68.12,1,13.62,1,0,1,0,1,1,159,2,12.83,25,29,55,1
3959,1,0,115.9874634,0,33.4722693,7.344620521,1,44.46464297,1,38,1,0,1,7,4,0,21.73391375,58,3,31.93973234,0
3960,1,1,-1,0,52.55,79.54,1,0,1,1,1,0,1,1,140,1,-1,59,21,48,1
3961,0,0,111.9499,0,128,38.69,1,0,1,8,1,0,1,24,3,0,0,179,4,70,1
3962,1,14,118.7920255,0,143.382895,9.64308257,1,6.480703704,1,4,1,0,1,3,3,4,20.94042019,95,2,93.47068795,1
3963,1,1,114.7323999,0,106.7363626,62.69182829,1,31.76854143,1,9,1,0,1,2,3,1,22.21092698,107,1,37.23861087,0
3964,1,1,112.96831,148,54.79,24.34,1,14.97,1,1,1,0,1,159,1,2,147.42,228,1,22,1
3965,0,0,116.38791,0,58.24,4.14,1,58.62,1,6,200,0,1,29,137,0,-1,94,2,41,1
3966,1,1,113.0365736,28,43.89106735,64.74008974,1,41.77940808,1,0,1,0,1,1,20,1,56.7976707,23,2,37.45630389,0
3967,1,0,111.5691134,35,51.54260007,10.4001702,1,94.58497757,1,10,1,0,1,3,1,0,106.2826071,39,2,28.86687529,0
3968,1,3,122.27011,0,78.37,11.03,1,48.62,1,155,1,0,1,3,46,4,-1,41,1,77,1
3969,0,0,114.4936,0,96.21,18.58,1,53.45,2,21,1,0,1,5,42,0,-1,88,5,42,1
3970,10,22,-1,4,125.22,22.92,1,0,2,17,1,0,1,18,49,23,71.54,144,3,19,1
