file: 上.mp3
***********************************result**************************************
[0:53.000,0:55.180]  好，那个同学们下午好。
[2:29.740,2:37.640]  就是可用性最高的啊，这样的一种方式了，它相当于一个再有主，主辈在工作，那么。
[2:37.640,2:44.240]  主的这个在工作的时候背的，其实也在做同样的事情啊，他跟这个。
[2:44.240,2:52.060]  这个主服务器之的这个方式和状态差不多，只不过他做的这些都不算啊，只是在边上背着。
[2:52.060,2:56.000]  那么主服务器一旦出了问题，那个被妇幼。
[2:56.000,2:58.560]  被这个被服务器马上就接管。
[2:58.560,3:1.860]  这中间的延迟啊会非常的少。
[3:1.860,3:4.980]  因为我们其实在原来。
[3:4.980,3:5.980]  嗯。
[3:6.380,3:11.580]  就是老的hadoop的机制里面，它有这个name node，也有这个c com name node。
[3:11.620,3:13.720]  她也有主备的形式。
[3:13.720,3:17.020]  那么但是它这种主备呢不是。
[3:17.060,3:19.720]  热双击啊，厨卫的就是冷备。
[3:19.720,3:25.540]  它相当于是我们就是那个叫什么I，有一个MH这样的，这个这个文件啊。
[3:25.540,3:27.780]  那么它包括这个。
[3:27.780,3:36.860]  呃加上这个什么日志啊什么这样的方式，它是定期啊，从主设备我传一份到这个被设备。
[3:36.860,3:39.500]  那么这个定期的这个间隔呢。
[3:39.920,3:41.440]  是比较长的啊。
[3:41.440,3:47.360]  那么当然也也可能跟跟这个设定有关系，但是但是肯定起码是可能。
[3:47.360,3:50.160]  嗯几十分钟啦，小时啦。
[3:50.160,3:52.180]  十几分钟啦，是这样量级的。
[3:52.180,3:54.900]  那么当然这样做他比较。
[3:54.900,3:56.820]  简单啊容易做一些。
[3:56.820,4:5.700]  而这个热备的话，因为它实时的消息，他都要相当于这种处理消息都要从两边发，他用的还是这个日志，小这个日志。
[4:5.700,4:15.820]  通过这个日志向哪边去传他的这个用的这个热备方式，但这个日志他想热备接的，快的话，这个日志文件就是传的非常快。
[4:16.240,4:19.180]  这对他也也涉及到一些这个。
[4:19.180,4:21.580]  一些技术啊这样的一些处理啊。
[4:21.660,4:26.900]  那么祖辈设备的方式还涉及到关于这个。
[4:26.900,4:31.400]  节点到底就是你这个主机到底是不是当了啊，是不是出问题了。
[4:31.400,4:33.640]  他的判断啊在这些判断上。
[4:33.640,4:37.300]  嗯，就这个猪keep啊，他用了这个猪keep的这个。
[4:37.300,4:42.300]  这个机制，这种注册呀，心跳啊，就用用了这样的机制。
[4:42.440,4:45.040]  形成了他的这个a方式啊。
[4:45.040,4:50.040]  完了他另外有这个联邦啊，因为我们这个name node的他的。
[4:50.040,4:58.780]  这个名称节点能服务的这个空间相当于他原来的空间，就是我的目录，在家文件啊，这是他的这个。
[4:58.780,5:4.320]  他的整个的这个命名空间，那文件里面的block，那就是我系统里面自己管的了。
[5:4.320,5:8.240]  这个还是有限的，他又用了这个联邦的方式，相当于。
[5:8.240,5:11.240]  我是其实就是建了多个name node。
[5:11.240,5:14.180]  在上面再加了一层寻址，大概这样的方式。
[5:14.180,5:22.120]  扩大了我整个的管理空间，他家这些实际上当然是为了我可能管的，这这都不是PB了啊。
[5:22.120,5:27.180]  嗯，原来一个level的管PB是就是一个name node，管PB应该。
[5:27.180,5:28.880]  是还是可以的啊。
[5:28.880,5:31.140]  那么他可能是。
[5:31.140,5:31.980]  就是。
[5:32.560,5:37.460]  相当于接近什么CD啊什么，还是这样的数据要用到它的联邦。
[5:37.500,5:43.660]  这是一部分的改进，还有一部分就这个烟啊，因为原来就他的这个资源调度。
[5:44.120,5:50.080]  这也是它里面挺重要的一个体系，但是在原来的1.0里面。
[5:50.160,5:57.040]  他的就是相当于文件管理的这些资源调度和它的计算，就是produce啊这些的。
[5:57.040,6:2.060]  资源调度啊，在他体系里面是一个一个东西，就他自己在。
[6:2.060,6:3.040]  体系在管。
[6:3.040,6:5.460]  那么这个是带来了。
[6:5.460,6:9.660]  呃也有很多这个独立或者方面啊，所以他有。
[6:9.660,6:15.520]  就提供了一个就是1h a der这个resources什么。
[6:15.520,6:18.400]  这个卖的这个艳艳就是这样的意思。
[6:18.400,6:23.760]  它实际上是把这个资源标注的各种情况，在分在分一些啊，分了之后。
[6:23.760,6:27.960]  就是卖produce的计算，是卖produce的计算那个。
[6:27.960,6:30.200]  那个。
[6:30.200,6:35.020]  HHS啊，这些存储的这些地方的调度，因为他们俩。
[6:35.020,6:42.900]  这个要能用到的这个资源，包括map reduce里面的迈普的任务啊，还有什么reduce的任务啊，就是这些。
[6:43.520,6:54.280]  嗯，原来这种太绑定了，实际上你的资源分配，像他在原来那个方式里面准备的这个节点啊，我他要分出map节点来，Reduce节点来。
[6:54.280,6:57.640]  这个时候你你如果这个任务迈步节点。
[6:57.640,6:59.900]  卖出很多reduce比较简单。
[6:59.900,7:3.140]  那么但是他可能有些人就节点，它就用不上。
[7:3.320,7:12.260]  就是这些事都是老的这个机制带来问题，他当然也可以把reduce改成map节点，但这个改是要是要带假的啊。
[7:12.260,7:13.300]  那么。
[7:13.360,7:21.780]  他他要要花费，要花费时间，可能也许都要重启，重启这个机器才能，才能改才能比较好的改过来。
[7:21.780,7:23.960]  那么油压呢确实就。
[7:23.960,7:27.900]  更灵活了，而且我们后面也可以看到这个亚运的这个机制。
[7:27.900,7:28.880]  他是一个。
[7:28.880,7:31.680]  一乡一定程度上是一个。
[7:31.680,7:34.700]  通用的这个资源调度的这样的一个形式。
[7:34.720,7:38.060]  而且包括这个呀和这个猪keep啊。
[7:38.060,7:39.140]  嗯。
[7:39.140,7:41.380]  之间的这样的一些配合。
[7:41.380,7:43.180]  他她慢慢把这个。
[7:43.180,7:46.280]  一按这些，他更多的作为是资源调度的。
[7:46.780,7:52.100]  因为资源还分为这个调度和监控啊，这样两种层面，一个就是。
[7:52.100,7:53.100]  一个就是。
[7:53.120,7:59.660]  嗯，其实说起来就是老大，这个是关，就是到底谁干这个事情，谁干这个事情他说了算。
[7:59.660,8:1.820]  但是这个事情干得好不好呢？
[8:1.820,8:6.160]  就得有一个秘书长来帮这个，帮这个老大啊或者。
[8:6.160,8:13.320]  就是以前可能最早简单一点，都都老大一个人管啊，他既然分分了你，你好不好，是不是。
[8:13.320,8:22.640]  好不好好好干活也老大在盯着，然后是不是这个出了问题，我赶快要换个资源给你，也是老大盯着，这个时候老大就。
[8:22.640,8:25.500]  忙不太过来啊，其实事情反而没干好。
[8:25.500,8:27.760]  那么现在就是分成了。
[8:27.760,8:30.520]  这个老大就老大，还有这个。
[8:30.520,8:32.420]  朱K吧搞了一个。
[8:32.420,8:38.120]  这个助理或者这个预装，因为监控这个事情当然也有他难的地方，但是。
[8:38.120,8:46.060]  从这个智能上啊，这个方面逻辑上相对要简单一点监控，你只要有责任心啊，始终盯着就可以。
[8:46.060,8:47.680]  那么就。
[8:47.680,8:49.180]  就搞得这个。
[8:49.320,8:51.640]  大概这个猪keep的这个体系。
[8:51.640,8:53.540]  那么这样拆开之后。
[8:53.540,8:58.560]  使得这个hadoop体系，它的这个开放性啊，他的这个。
[8:58.960,9:1.020]  兼容的这种能力。
[9:1.020,9:8.100]  嗯就更好了，而从而在他的基础上啊，有了进一步的这些发展啊这些。
[9:8.100,9:14.120]  这些spot了，在各种主见啊，也都容易把它再再组组合进来。
[9:14.120,9:16.100]  这时是一个2.0，它就。
[9:16.200,9:18.180]  也是像开放性。
[9:18.260,9:21.440]  上面去发展，这是1.0和2.0。
[9:21.440,9:24.960]  对于这个哈豆腐架构啊上面的。
[9:24.960,9:26.480]  呃，一种演技。
[9:26.880,9:28.140]  嗯。
[9:28.140,9:35.400]  那这部分就是啊，介绍完了是相当于啊哈杜普啊，它整个的这个发展。
[9:35.400,9:36.720]  眼镜就。
[9:36.720,9:37.920]  就做完了。
[9:38.060,9:42.920]  嗯，而且这些部分现在相对的比较稳定了。
[9:42.920,9:45.820]  而很多的，在很多的发展。
[9:45.820,9:46.960]  这个。
[9:46.960,9:49.280]  嗯啊，这个害我还不是啊。
[9:49.380,9:51.100]  嗯，先把这孩子说完。
[9:52.340,9:57.420]  Hive呢，就是我们下面说了hadoop这三驾马车啊这些。
[9:57.420,10:3.600]  计算也有了，存储也有了，当C口也有啦，X也有了，但是咱觉得。
[10:3.600,10:5.200]  这个东西没有。
[10:5.200,10:7.960]  没有这个没有C口啊。
[10:7.960,10:9.520]  还是不方便啊。
[10:9.540,10:11.840]  那么没有C口还是不方便。
[10:11.840,10:16.960]  一定存壮士，对应的是这个，就是所谓的这个数据仓库。
[10:16.960,10:20.980]  这这种这种需求这种整理实际上是一种。
[10:20.980,10:31.420]  大数据量的这个分析啊，这个这个报告啊的，包括把商业智能啊，就这些原来其实在传统的那些数据库上，这行业也在做。
[10:31.420,10:35.660]  但是大数据起来之后，那么没有相应的这些。
[10:35.660,10:36.540]  这些方法。
[10:36.580,10:38.020]  所以在这些。
[10:38.020,10:40.640]  是一个推动下啊，就是这种。
[10:40.640,10:43.900]  在大数据上怎么来提供这个？
[10:44.700,10:47.840]  随口能力当然只是一个标记了，实际上只。
[10:47.840,10:50.980]  综合起来就会把它看成是一个数据仓库的。
[10:50.980,10:52.460]  这样的这个能力。
[10:52.460,10:55.220]  那么所以才有了这个。
[10:55.220,10:57.260]  嗨，五这样的这个。
[10:57.260,11:0.640]  这个出来当然嗨，五实际上，嗯。
[11:0.740,11:3.640]  说的他有点也不说有点。
[11:3.920,11:4.960]  有点。
[11:5.880,11:9.720]  贼吧，他他是用了一个这个集成的方式啊。
[11:9.720,11:17.880]  或者这个偷懒的方式来把这个做出来的，我们在这里面分析过他怎么，他实际上底层还是卖produce。
[11:17.900,11:20.880]  啊，他他是把这个C口。
[11:20.960,11:28.980]  去通过这个语言解析啊，就这样的一些能力啊，把他最后把它解成了这个map reduce的任务。
[11:29.080,11:34.200]  那么发给还是发给这个hadoop mapreduce这个框架来做啊。
[11:34.200,11:39.120]  那么在这么搭起来，他也能工作，当然为了这个再嗨我自身他有。
[11:39.120,11:48.360]  他有他的这个就是语言解析的东西，他要存他的这个原数据啊，所以还有工作，他妈自己还要配一个关系数据库啊。
[11:48.360,11:53.160]  MYSQL把这个原数据存在里面，这个原数据存在里面就是。
[11:53.160,11:59.540]  去表明我的表啊字段啊，这这都是这都是C口语言所必须的东西啊。
[11:59.540,12:0.480]  那么。
[12:1.220,12:2.940]  怎么定义的，那么？
[12:2.940,12:10.960]  那么你一个cpu语句发过来，我从这个原数据找出这些定义，再把你的语法C口语法解析变成了。
[12:10.960,12:16.740]  我们说过什么，那个就格爸呀，这个就这样的一些。
[12:16.740,12:19.300]  这个还有噪音的，这个就是。
[12:19.320,12:24.900]  教育的这种查询，这都是对C口相对还是有点难的，这样的。
[12:24.900,12:27.140]  就是比较的这个C口语句。
[12:27.140,12:31.840]  那么怎么用map reduce去就怎么翻译成mapreduce的动作啊这是？
[12:31.840,12:37.000]  我们稍微介绍一下，总的来说就是嗨舞是用这样的一个方式。
[12:37.000,12:37.760]  啊。
[12:37.760,12:41.580]  通过对C语言的解析，翻译成map reduce的。
[12:41.580,12:44.260]  这个的一个的教具。
[12:44.520,12:45.580]  Jump。
[12:45.580,12:46.940]  慢慢来。
[12:47.140,12:49.780]  执行的一个。
[12:49.780,12:52.960]  方式，当然这个方式就会有一定的。
[12:52.960,13:2.740]  若点啊，当然这个弱点呢，像在商户数据仓库的很多应用上可能也能接受啊，这这个就首先它就比较慢啊，因为卖produce。
[13:2.740,13:4.760]  本身它就比较慢啊。
[13:4.800,13:9.140]  那么他他能出力大的数据，但是他必须是。
[13:9.140,13:13.480]  一批一批的处理，第二呢，就是它这个翻译出来的过程。
[13:13.480,13:14.960]  他的一个。
[13:15.560,13:26.960]  一个C口就是说，或者他一些一些C口这些语句查询，肯定是要翻译成多个这个mapreduce的任务来做，但是他在上面有点这个调度的意思啊，他把这多个卖reduce。
[13:26.960,13:28.860]  任务都能调度下来。
[13:28.860,13:34.820]  嗯，但是这样的话总的来说还有缺陷，所以又有这种import。
[13:34.820,13:36.520]  In啪啦啊，就是。
[13:36.700,13:38.600]  就这样的这个。
[13:38.600,13:40.660]  分布引擎来做。
[13:40.660,13:43.380]  那么它实际上就比这个。
[13:43.380,13:45.740]  嗯，害就高。
[13:45.740,13:46.700]  高很多。
[13:46.700,13:55.980]  就性能要高很多啊，因为他不是用max juice来做的，他就是相当于实现了基本上在这个大数据啊，这个基础上。
[13:56.500,13:59.620]  存储这个大数据基础上，它实现了一个。
[13:59.620,14:2.680]  就是C口C口引擎的这样的一个东西。
[14:2.680,14:9.480]  有点像分布式的seo引擎，但是它跟Hao之间的做法还是也有类似的，他前面那些。
[14:9.480,14:12.460]  语言解析就C口解析啊，什么这一部分。
[14:12.460,14:14.300]  他是跟hi类似的。
[14:14.300,14:18.700]  那么只不过他把这些解析出来之后就直接。
[14:18.700,14:20.780]  放到自己的引擎里面啊。
[14:20.780,14:23.340]  去完成了，那么这个引擎。
[14:23.340,14:24.820]  他比这个。
[14:24.820,14:27.100]  你们reduce的这些方式呢？
[14:27.180,14:29.620]  呃的这个执行。
[14:29.660,14:32.900]  效率要要高啊，这是影。
[14:32.900,14:33.860]  京趴了的。
[14:33.860,14:37.520]  但是引发了咱自身的这个引擎怎么把这个。
[14:37.520,14:38.260]  嗯。
[14:38.260,14:40.220]  执行下来啊，这个我们。
[14:40.220,14:41.900]  没有细的去。
[14:42.000,14:44.620]  去这个去讲解研究。
[14:44.620,14:47.560]  但是后面我们觉着可以去参考这个。
[14:47.560,14:55.600]  Spot他他跟spark当然是不一样的，但是他肯定是他用了更多的这个内存方面的这些一些方法。
[14:55.600,14:57.680]  来做出这样的。
[14:57.680,15:0.080]  对这个cpu语言的这个。
[15:0.080,15:2.300]  姐适合这个支持。
[15:2.940,15:5.200]  这是害法。
[15:6.920,15:8.300]  嗯。
[15:8.300,15:12.400]  所以他对他有这个比较更高的这个效率。
[15:12.400,15:19.820]  所以他有可能呢，能支持这个实时的这样的这个计算啊，就成为这个哈图补上的一个。
[15:19.820,15:21.640]  实时计算的平台。
[15:21.920,15:23.220]  呃。
[15:23.220,15:28.160]  当然我们对对hive本身啊，Hive他有这个。
[15:28.160,15:32.760]  呃对，他可以类似用一些，他也自己有这个语言接口啊。
[15:32.760,15:33.620]  就是。
[15:33.620,15:35.560]  自身的这个命令行的接口。
[15:35.580,15:38.360]  呃提供了一些。
[15:38.800,15:44.000]  就是访问的这样的这些API啊，当然他也可以有这个。
[15:44.000,15:44.920]  嗯。
[15:44.920,15:45.940]  嗯。
[15:45.940,15:47.560]  就是其他的这种。
[15:47.560,15:48.380]  最终。
[15:48.380,15:53.160]  访问的接口用这个程序的这个方式啊，来打包访问。
[15:53.160,15:58.420]  他提供的这个访问能力啊和一个数据库啊，对外提供的一个访问能力是。
[15:58.420,16:0.060]  是非常类似的啊。
[16:0.060,16:1.960]  这样的话就是。
[16:1.960,16:5.800]  呃，就使得这个大数据这套体系啊。
[16:5.800,16:7.580]  有可能就像。
[16:7.640,16:13.120]  呃，就是访问一个这种传统数据库那样的方式啊去。
[16:13.120,16:14.640]  去应用它。
[16:14.640,16:20.920]  呃或者这样的去使用它，当然你说他跟那个什么，呃开普的这个。
[16:20.920,16:22.820]  之间的矛盾，那么。
[16:22.820,16:28.460]  它的它上面就是真正的用起来，如你同时又是很大的这个表。
[16:28.460,16:34.440]  然后又是用很复杂的数据去操作，它肯定是有还是有很多使用上的限制。
[16:34.720,16:39.300]  大量的应该是他在事物上啊什么，这些上面的一些限制我们。
[16:39.320,16:41.200]  在啊对，前面还没提。
[16:41.280,16:50.640]  前面说到这个什么cap理论和这个数据库的理论上面，还有就是就是关于那个事务性的啊，这个几个原则啊。
[16:50.640,16:51.860]  我们是要。
[16:52.140,16:57.000]  呃离呃知道有这么一个事情啊，当然害怕他支持C口，但是在。
[16:57.000,16:58.920]  输入性方面肯定是。
[16:58.920,16:59.960]  有所限制的。
[17:2.040,17:3.780]  好，那么。
[17:4.280,17:7.980]  汉武这样完了的话，就相当于还是在。
[17:7.980,17:11.860]  这个传统的这个hadoop这个体系下啊我们。
[17:11.860,17:21.080]  就整个的各个方面的功能就匹配的差不多了啊，包括这个最后我这个C接口啊，那么我通过hive转。
[17:21.080,17:23.520]  麦produce的这样的一种方式。
[17:23.520,17:25.820]  也把他这个提供出来了。
[17:25.940,17:30.560]  呃，那么在后面的这个spark就出来了就是。
[17:30.560,17:33.100]  相当于是针对这个。
[17:33.860,17:36.780]  Produce或者从计算框架上啊。
[17:36.780,17:37.820]  他又。
[17:37.820,17:40.400]  整个的提升了一程，嗯。
[17:40.460,17:42.140]  那么我们。
[17:42.360,17:44.820]  嗯，这是这个。
[17:45.120,17:50.700]  Spark的啊，这个他也讲这个生态啊，当然spark生态上也是。
[17:50.700,17:58.880]  有各种各样的东西，他自身也有一个他资源管理的东西，它可以构架在hadoop的这个资源管理的燕莎。
[17:58.880,18:0.760]  他也可以用自己的这个。
[18:0.760,18:1.980]  买手撕啊。
[18:1.980,18:4.060]  是这个就是。
[18:4.060,18:5.300]  Spark这套。
[18:5.360,18:7.640]  这套这个开源体系下。
[18:7.640,18:8.340]  他。
[18:8.340,18:9.960]  做的一个。
[18:9.960,18:11.440]  一个管理框架啊。
[18:11.440,18:12.920]  那么。
[18:12.920,18:17.780]  他也可以用到一些内存，内存持久化的这样的一些东西。
[18:17.880,18:20.100]  那么在他上面啊。
[18:20.100,18:22.060]  还会提供这个。
[18:22.060,18:24.380]  崔敏啊，这个。
[18:24.380,18:25.520]  嗯。
[18:25.560,18:27.960]  C口啊图形。
[18:27.960,18:37.780]  机器学习啊，还有各种功能的库，就是这个图上可以看出来，就是spark，它也是发展了一套，这个非常完整的体系。
[18:37.780,18:41.380]  这是因为它包括性能更好啊就有。
[18:41.380,18:44.160]  这些这些方面的特点啊所以。
[18:44.160,18:51.040]  呃，很多人就是愿意啊在上面来发展，包括这个水平层次上啊，我们可以。
[18:51.040,18:53.780]  直到这个虚拟化的一层。
[18:54.440,19:0.280]  然后有存储，然后有具体的处理啊，处理是他最核心的这个计算的这个部分。
[19:0.280,19:1.500]  然后他是。
[19:1.500,19:4.900]  在上面提供的各种这个包装的这个能力。
[19:4.900,19:6.820]  这是这个sponsor。
[19:6.820,19:7.600]  对。
[19:7.760,19:8.600]  体系。
[19:9.060,19:10.440]  体框架。
[19:10.440,19:11.380]  当然。
[19:11.380,19:14.200]  是以这个为核心的，他这个叫。
[19:14.200,19:15.180]  嗯。
[19:15.180,19:18.360]  BBS啊，因为这是那个。
[19:18.360,19:21.840]  嗯，加州的那个玻璃啊。
[19:22.300,19:25.180]  伯克利大学他们发展出来的体系啊。
[19:26.100,19:27.540]  嗯。
[19:29.040,19:34.580]  在这个对spark的理解上面，首先就是核心就是他怎么。
[19:34.580,19:42.600]  嗯去解决这个卖produce的问题，或者说卖produce，在这个计算处理框架上。
[19:42.600,19:46.200]  嗯，那么有哪些问题，那么他又会。
[19:46.200,19:49.920]  怎么来，怎么能把这些问题解决掉啊，这是。
[19:49.920,19:52.480]  这是对这一部分最核心的。
[19:52.480,19:53.640]  这个。
[19:53.640,19:57.280]  呃或者理解要认知的地方。
[19:57.420,20:9.560]  嗯，那么mapreduce我们前面已经说了，他起码是提供了一个这么大量的数据啊，你可以对他进行处理啊，那么他用这个suffer啊，这样的机制来进行处理。
[20:9.560,20:11.480]  但是他他有他的问题啊。
[20:11.480,20:12.360]  那么。
[20:12.420,20:15.820]  首先呢一个很严重的问题就是。
[20:15.820,20:18.680]  他的处理过程卖produce。
[20:18.680,20:20.180]  的处理过程。
[20:20.180,20:22.080]  他很多是基于文件的啊。
[20:22.160,20:26.140]  因为他当然也用到了内存啊，但是他最后。
[20:26.140,20:28.560]  的这个，嗯。
[20:28.560,20:37.960]  就是他在内存的话，它是大概相当于一个一个小缓存的一个概念啊，他最终处理啊，内容的这个交换啊就是。
[20:37.960,20:39.980]  中间的这个。
[20:39.980,20:41.040]  这些。
[20:41.040,20:45.220]  结结果啊，就是map和这个reduce的。
[20:45.220,20:48.260]  这个中间的这些交换，他都是经过文件。
[20:48.260,20:49.600]  来进行传递的。
[20:49.600,20:53.060]  这样的话会使得它的性能。
[20:53.060,20:56.680]  嗯，受到了很大的这个制约啊相当于。
[20:56.680,21:0.940]  而这个spa在这点上，他就是用了这个RD啊。
[21:0.940,21:4.160]  这是他的一个特点用的啊，弟弟。
[21:4.160,21:5.820]  这样的一个。
[21:6.060,21:9.240]  啊，只能生成，不断生成。
[21:9.260,21:11.820]  新版本的。
[21:11.820,21:17.360]  呃，而不能去到中间去修改的，这样的一个内存。
[21:17.360,21:18.480]  内存。
[21:18.480,21:20.200]  块儿的使用技术。
[21:21.040,21:28.140]  而使得他对这个整个这个内存的处理，那包括去解决到他的就是。
[21:28.160,21:32.840]  就是mapreduce它内存为啥不用到这么底线应该。
[21:32.840,21:35.200]  也是有它的原因的，就是。
[21:35.200,21:41.900]  就是相当于我在这么大量这么复杂，交互完了，又想共享的情况下。
[21:41.900,21:43.200]  去用内存。
[21:43.200,21:52.280]  会有会有，很会有很多的制约，所以他只是在中间的各种处理片段，让你自己在这些处理片段那啊。
[21:52.280,22:1.560]  自己拿一些内存作为作为缓存，你的迈普啊，你的他耶，迈普的这么一个单个的计算过程，那我可能去做一些。
[22:1.560,22:7.780]  我当然在内存里面做一些缓存，做一些计算，我们还都讲过这个map的处理过程中。
[22:7.780,22:12.000]  然后他不断的这个一写啊，它就是相当于内存缓冲区。
[22:12.000,22:12.720]  嗯。
[22:12.720,22:18.680]  处理的过程中，然后内存缓存用完了，它就一写出一写出文件来，一写出文件来。
[22:18.680,22:19.500]  事实。
[22:19.680,22:22.320]  它实际上它还是就是。
[22:22.320,22:23.800]  简化了。
[22:23.800,22:26.920]  就是用内存最基本的这样的功能啊。
[22:27.100,22:32.320]  而spa就是用ID的这样的方式使着这些内存的，他可以。
[22:32.320,22:35.560]  共享可以在不同的处理结果之间啊。
[22:35.560,22:36.500]  来。
[22:36.500,22:42.040]  来这个共享内存，但是他为什么能用到这一点，适合他把这个IPD。
[22:42.040,22:44.620]  特定的做了它的定义，我只。
[22:44.620,22:47.700]  重新生成我不修改，他这样的话。
[22:47.700,22:49.880]  就是让这个。
[22:49.880,22:51.560]  呃，共享那就。
[22:51.560,22:52.840]  就成为可能。
[22:52.840,22:56.400]  这个是spark最核心的。
[22:56.400,22:59.000]  呃，一块啊，这样的话他。
[22:59.000,23:1.220]  他有大量的东西，它是可以在。
[23:1.220,23:3.500]  可以在内存上来进行。
[23:3.500,23:4.800]  进行计算的。
[23:5.220,23:15.820]  当然它也有就内存放不下，内存放不下，他是靠，他是靠ABCD这样来整片的，来轮询啊，那么我这样的话处理，最后我处理这几个ID，我就把这个R。
[23:15.820,23:20.540]  这个ID的整个把它弄好，弄完了之后，我这个ID的啪就。
[23:20.540,23:23.800]  就一个ID，我就刷刷到这个磁盘上去。
[23:23.840,23:25.420]  但是他还有。
[23:25.420,23:28.660]  这些很多的用法，包括他还用了一些。
[23:28.660,23:32.180]  内存持久化的方案，这都可能跟他的不同的。
[23:32.180,23:37.840]  配置相关，这些都能很好的提供，提供他的就是提升他的这个性能。
[23:37.840,23:41.320]  所以使得这个spot的技能比这个。
[23:41.320,23:42.460]  嗯。
[23:42.460,23:45.260]  高很多啊，就是比那个。
[23:45.980,23:48.500]  麦produce啊，在这个。
[23:48.940,23:50.420]  强计算方。
[23:50.420,23:54.220]  就是很正计算的这样的领域，他的这个。
[23:54.220,23:57.920]  性能高很多，我们举个例子就是拿它来。
[23:57.920,24:2.320]  排序啊，他可能要高上百倍的，大概的这个。
[24:2.420,24:3.820]  呃，样子。
[24:4.400,24:14.360]  嗯，那个stopped就是mapreduce，当然还有其他的问题啊，那么还有一个问题，就是它的那个计算框架，它就是卖produce。
[24:14.360,24:16.420]  所有都是这样的一个任务。
[24:16.420,24:22.900]  这个咱当然是这个基本能力是有了，你在上面编程，也可以有各种强大的表达能力。
[24:22.900,24:26.420]  但是确实很多事情不是这么一步就能搞定的。
[24:26.420,24:35.440]  所以很多用它，你像包括海威啊，很多人用它的话就得自己去去调度啊，把这个麦克丢死去，组合起来。
[24:35.440,24:40.260]  在这样的调度中，还是也是有损失的，因为它本身就是个文件传递。
[24:40.260,24:43.640]  你的多个map reduce之间更是文件传递。
[24:43.640,24:45.260]  那么这个。
[24:45.260,24:47.400]  这个文件传递还甚至。
[24:47.400,24:50.680]  包括他很多可能要通过HDFS啊来传递。
[24:50.680,24:55.120]  这这些呢，都是对他这个资源上能力上的有消耗。
[24:55.260,25:1.340]  而所以这个spot他提供了这种叫我们说有这个有像。
[25:1.340,25:5.320]  这个无关图啊，这个什么bab啊这样的一个概念。
[25:5.320,25:9.960]  实际上它就是它的处理的逻辑步骤之间能进行组合。
[25:9.960,25:16.640]  那么当然他组合的原则还有什么，这块链接在链接，那么有这样的也有一些。
[25:16.640,25:21.740]  这样的概念之后，所以他对整个这个组合的这个步骤。
[25:21.740,25:22.960]  还能优化。
[25:22.960,25:29.780]  嗯，而且结合到他啊弟弟的这个特点啊，所以他很多的这个步骤的话，他可以把他。
[25:29.780,25:31.440]  画成这样的一部。
[25:31.440,25:35.720]  这一步里面它就可以做到，我就是在内存里面。
[25:35.720,25:38.040]  就就就整个的在。
[25:38.040,25:41.860]  在进行这个把我前面处理的结果。
[25:41.860,25:44.240]  传递到后面去用啊。
[25:44.240,25:45.760]  这样的话是。
[25:45.780,25:49.120]  这都是当然以ad为基础，而且。
[25:49.120,25:51.500]  呃使得spa在这个。
[25:51.500,25:55.560]  数据的这个多部的这个处理过程中。
[25:55.560,26:5.660]  他可以有更强的能力，实际上他就是能有这种数据处理的这种流程，而这个流程还可以进行这个组合。
[26:5.660,26:6.880]  进行优化。
[26:6.880,26:7.960]  那么。
[26:7.960,26:10.760]  这样的话原来你做一个事情。
[26:10.760,26:15.840]  用的map reduce，就是逻辑复杂一点的话，卖produce掉很多遍。
[26:15.960,26:21.440]  嗯，儿用spot的话，可以用一个优化组合的逻辑。
[26:21.440,26:23.420]  拿这个啊，弟弟啊。
[26:23.560,26:27.500]  由他系统帮你找到这个优化组合的地方。
[26:27.500,26:29.920]  嗯，来来做几遍就。
[26:30.820,26:32.020]  就完成了。
[26:32.060,26:34.320]  这个是这个。
[26:34.320,26:37.320]  嗯，就是spark。
[26:37.320,26:38.900]  比这个。
[26:38.900,26:41.360]  麦produce，或者比这个传统的。
[26:41.420,26:44.000]  Hadoop的处理的这个。
[26:44.000,26:55.260]  机智上好的地方，所以spark现在的这个应用啊，这热度呀，也可能比这个mapreduce高很多啊，但是当然很多，他因为也有。
[26:55.280,27:0.280]  在这个map hadoop上，也有很多已经现成的东西啦，所以。
[27:0.280,27:5.920]  他们往往是把这些东西结合起来用的，包括像我们的实验平台就是。
[27:5.920,27:10.240]  这个spot应该就是装在这个哈哈，豆腐这个机制上的。
[27:10.280,27:16.800]  他应该也是用呀来管的，所以这个像我们启动的过程都知道，要先把这个。
[27:16.800,27:20.580]  先把即便起起来，先把豆腐起起来，再起这个。
[27:20.580,27:22.920]  再去我们的这个spark啊。
[27:23.160,27:26.380]  这是他处理的方面。
[27:26.620,27:27.980]  嗯。
[27:28.600,27:30.160]  我看啊，这里。
[27:30.160,27:32.460]  但是他有了这些处理的。
[27:32.780,27:35.720]  那方便之后啊，还可以看他的这个。
[27:35.800,27:37.460]  这个处理的结构。
[27:37.460,27:44.280]  有这样的一份子处理能力，而使得它也能做更多的事情，比如他有这个spot trading啊。
[27:44.280,27:48.940]  就是他用一些小步快跑的方式啊，能支持这个stream。
[27:49.040,27:56.080]  呃就是在这里，当然也是相对相应的回顾一下，就是大数据应用的领域啊。
[27:56.180,28:6.580]  那么有这种流失处理的啊，有这种分析处理的，这这就叫C口答，跟这个数据仓库啊，什么和这些对应的，还有这种。
