ID,Label,Email
2470,ham,Good. No swimsuit allowed :)
2471,ham,No pic. Please re-send.
2472,ham,At WHAT TIME should i come tomorrow
2473,ham,That's y i said it's bad dat all e gals know u... Wat u doing now?
2474,ham,Really good:)dhanush rocks once again:)
2475,ham,Ok
2476,ham,The fact that you're cleaning shows you know why i'm upset. Your priority is constantly \what i want to do
2477,ham,Me too! Have a lovely night xxx
2478,ham,:-( sad puppy noise
2479,ham,I have a sore throat. It's scratches when I talk
2480,ham,Yes.mum lookin strong:)
2481,ham,Rofl betta invest in some  anti aging products
2482,ham,Ill be at yours in about 3 mins but look out for me
2483,spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
2484,spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a ?50 prize. To collect is easy. Just call 09061743386 
2485,spam,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
2486,ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam
2487,spam,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)"
2488,ham,Yeah just open chat and click friend lists. Then make the list. Easy as pie
2489,ham,Jus finished avatar nigro
2490,ham,Okie but i scared u say i fat... Then u dun wan me already...
2491,ham,Spoons it is then okay?
2492,ham,Sorry i'm not free...
2493,ham,Oops i thk i dun haf enuff... I go check then tell ?.
2494,ham,"Sorry, I'll call later"
2495,ham,Do have a nice day today. I love you so dearly.
2496,ham,"Well, i'm gonna finish my bath now. Have a good...fine night."
2497,ham,"Haha, that was the first person I was gonna ask"
2498,ham,"Yes, princess. Are you going to make me moan?"
2499,spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX
2500,ham,Ok lor. Msg me b4 u call.
2501,ham,Thanx 4 sending me home...
2502,ham,At home watching tv lor.
2503,ham,"Thursday night? Yeah, sure thing, we'll work it out then"
2504,ham,Ok i vl..do u know i got adsense approved..
2505,ham,Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...
2506,ham,Too late. I said i have the website. I didn't i have or dont have the slippers
2507,ham,He didn't see his shadow. We get an early spring yay
2508,ham,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor..."
2509,ham,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C
2510,ham,?dun wan to watch infernal affair?
2511,ham,"that would be good 壽_ I'll phone you tomo lunchtime, shall I, to organise something?"
2512,spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
2513,spam,"Loan for any purpose ?00 - ?5,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
2514,ham,Thats cool. i am a gentleman and will treat you with dignity and respect.
2515,ham,K..i deleted my contact that why?
2516,ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic
2517,ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
2518,spam,"Romantic Paris. 2 nights, 2 flights from ?9 Book now 4 next year. Call 08704439680Ts&Cs apply."
2519,ham,I can逭t wait for cornwall. Hope tonight isn逭t too bad as well but it逭s rock night shite. Anyway i逭m going for a kip now have a good night. Speak to you soon.
2520,ham,I dont understand your message.
2521,ham,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)"""
2522,ham,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date."
2523,ham,"Sorry, I'll call later"
2524,ham,"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!"
2525,ham,Nope... C ?then...
2526,ham,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
2527,ham,Jay says that you're a double-faggot
2528,ham,Got it..mail panren paru..
2529,ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.
2530,ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
2531,ham,Shb b ok lor... Thanx...
2532,ham,Must come later.. I normally bathe him in da afternoon mah..
2533,spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls?/minMobsmoreLKPOBOX177HP51FL
2534,ham,If I die I want u to have all my stuffs.
2535,ham,Pls speak to that customer machan.
2536,ham,I'll be at mu in like  &lt;#&gt;  seconds
2537,spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
2538,ham,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha."
2539,ham,I.ll get there tomorrow and send it to you
2540,spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08
2541,ham,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4..."
2542,ham,Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath
2543,ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.
2544,ham,I attended but nothing is there.
2545,spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
2546,ham,"Looks like you found something to do other than smoke, great job!"
2547,ham,Is ur paper today in e morn or aft?
2548,spam,Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or ?000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm
2549,ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
2550,ham,Home so we can always chat
2551,ham,"Awesome, think we can get an 8th at usf some time tonight?"
2552,ham,Call me when u finish then i come n pick u.
2553,ham,Hey mate. Spoke to the mag people. We壽鱮e on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. 
2554,ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
2555,ham,Should I head straight there or what
2556,ham,Umma my life and vava umma love you lot dear
2557,ham,Wat u doing there?
2558,ham,No that just means you have a fat head
2559,ham,Ya:)going for restaurant..
2560,ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
2561,ham,Package all your programs well
2562,ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack"
2563,ham,Now i'm going for lunch.
2564,spam,"Congratulations! Thanks to a good friend U have WON the ?,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate."
2565,ham,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)"
2566,ham,Cancel cheyyamo?and get some money back?
2567,ham,Are you coming to day for class.
2568,spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs ?.50 each"
2569,ham,Hey you told your name to gautham ah?
2570,spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.
2571,ham,O ic lol. Should play 9 doors sometime yo
2572,ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.
2573,ham,"K give me a sec, breaking a  &lt;#&gt;  at cstore"
2574,ham,"I'll see, but prolly yeah"
2575,ham,I am in a marriage function
2576,ham,jay says he'll put in  &lt;#&gt;
2577,ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
2578,ham,Then any special there?
2579,ham,Yes its possible but dint try. Pls dont tell to any one k
2580,ham,Excellent! Are you ready to moan and scream in ecstasy?
2581,spam,You can donate ?.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. ?.50 will be added to your next bill
2582,ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday"
2583,ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?"
2584,ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*"
2585,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a ?00 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
2586,ham,Why you Dint come with us.
2587,ham,Going to join tomorrow.
2588,ham,Change again... It's e one next to escalator...
2589,ham,If you ask her or she say any please message.
2590,ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
2591,ham,I'm going for bath will msg you next  &lt;#&gt;  min..
2592,ham,So how many days since then?
2593,spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
2594,spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468"
2595,ham,"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\"""""
2596,ham,Are you ok. What happen to behave like this
2597,ham,Dear we are going to our rubber place
2598,spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, ?00 Cash or ?00 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
2599,ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
2600,ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.
2601,ham,"They can try! They can get lost, in fact. Tee hee"
2602,ham,I dont know oh. Hopefully this month.
2603,spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or ?50 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.
2604,ham,Yes... I trust u to buy new stuff ASAP so I can try it out
2605,ham,"(And my man carlos is definitely coming by mu tonight, no excuses)"
2606,spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed ?000 cash or ?000 prize!
2607,ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun
2608,ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
2609,ham,This single single answers are we fighting? Plus i said am broke and you didnt reply
2610,spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over ?million to give away ! ppt150x3+normal text rate box403 w1t1jy
2611,ham,What not under standing.
2612,ham,Okie
2613,ham,Lol they were mad at first but then they woke up and gave in.
2614,ham,Why did I wake up on my own &gt;:(
2615,spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records."
2616,ham,:-( that's not v romantic!
2617,ham,Finished class where are you.
2618,ham,Hey you can pay. With salary de. Only  &lt;#&gt; .
2619,ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back."
2620,ham,"Mah b, I'll pick it up tomorrow"
2621,spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic"
2622,ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
2623,ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
2624,ham,Wat time u finish ur lect today?
2625,ham,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.
2626,ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
2627,ham,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk."
2628,ham,Honey boo I'm missing u.
2629,ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks"
2630,ham,"Yeah, where's your class at?"
2631,spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
2632,ham,You call him now ok i said call him
2633,ham,My friends use to call the same.
2634,ham,Aah bless! How's your arm?
2635,spam,Moby Pub Quiz.Win a ?00 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP ?.50 008704050406 SP Arrow
2636,spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk
2637,ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it."
2638,ham,Why are u up so early?
2639,ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise."
2640,ham,Wat r u doing now?
2641,ham,Jus finish blowing my hair. U finish dinner already?
2642,ham,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? 
2643,ham,Full heat pa:-) i have applyed oil pa.
2644,ham,"That's cool he'll be here all night, lemme know when you're around"
2645,ham,"She was supposed to be but couldn't make it, she's still in town though"
2646,spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a ?50 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop?.50/week
2647,spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx
2648,ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you"
2649,ham,You've always been the brainy one.
2650,ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.
2651,ham,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min."
2652,ham,K.k:)when are you going?
2653,ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
2654,ham,I HAVE A DATE ON SUNDAY WITH WILL!!
2655,ham,Neva mind it's ok..
2656,ham,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?
2657,ham,That's the way you should stay oh.
2658,ham,Can you do online transaction?
2659,ham,Convey my regards to him
2660,spam,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.
2661,spam,WINNER! As a valued network customer you hvae been selected to receive a ?00 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM
2662,ham,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.
2663,ham, and  picking them up from various points
2664,ham,If u sending her home first it's ok lor. I'm not ready yet.
2665,ham,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.
2666,ham,Is there coming friday is leave for pongal?do you get any news from your work place.
2667,ham,All day working day:)except saturday and sunday..
2668,ham,"Sorry, I'll call later"
2669,ham,"Better than bb. If he wont use it, his wife will or them doctor"
2670,ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
2671,ham,Xy trying smth now. U eat already? We havent...
2672,ham,"Hi Chikku, send some nice msgs"
2673,ham,Carry on not disturbing both of you
2674,ham, what number do u live at? Is it 11?
2675,ham,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming
2676,spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
2677,ham,"Kate jackson rec center before 7ish, right?"
2678,ham,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free
2679,ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP
2680,ham,I think just yourself 壽_Thanks and see you tomo
2681,ham,Good morning princess! Have a great day!
2682,ham,I'm working technical support :)voice process.networking field.
2683,ham,I'm serious. You are in the money base
2684,ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  
2685,ham,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
2686,ham,When you came to hostel.
2687,ham,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So"
2688,ham,"Sorry my roommates took forever, it ok if I come by now?"
2689,ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
2690,spam,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8"
2691,ham,Pls send me the correct name da.
2692,ham,Hey i will be late ah... Meet you at 945+
2693,ham,S:)no competition for him.
2694,ham,Of course. I guess god's just got me on hold right now.
2695,ham,Thank you princess! You are so sexy...
2696,ham,I told your number to gautham..
2697,ham,You call times job today ok umma and ask them to speed up
2698,ham,Haiyoh... Maybe your hamster was jealous of million
2699,ham,Not from this campus. Are you in the library?
2700,ham,Will you be here for food
2701,ham,So ?ll be submitting da project tmr rite?
2702,ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
2703,ham,Hi:)cts employee how are you?
2704,ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
2705,ham,Huh so early.. Then ?having dinner outside izzit?
2706,spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
2707,ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter.."
2708,ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.
2709,ham,"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx"
2710,ham,Ok...
2711,ham,It has everything to do with the weather. Keep extra warm. Its a cold but nothing serious. Pls lots of vitamin c
2712,ham,I've sent ?my part..
2713,ham,The basket's gettin full so I might be by tonight
2714,ham,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.
2715,ham,Hope you are having a great day.
2716,ham,Rats. Hey did u ever vote for the next themes?
2717,ham,Can you just come in for a sec? There's somebody here I want you to see
2718,ham,Aiyah u did ok already lar. E nydc at wheellock?
2719,ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
2720,ham,Great! How is the office today?
2721,spam,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON ?250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max?. 50
2722,ham,Ok then i come n pick u at engin?
2723,ham,This pain couldn't have come at a worse time.
2724,ham,That's cause your old. I live to be high.
2725,ham,No need for the drug anymore.
2726,ham,Its not the same here. Still looking for a job. How much do Ta's earn there.
2727,ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day
2728,ham,Reverse is cheating. That is not mathematics.
2729,ham,How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch
2730,ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
2731,ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..
2732,ham,"Received, understood n acted upon!"
2733,ham,Free any day but i finish at 6 on mon n thurs...
2734,ham,have * good weekend.
2735,ham,Thanks. It was only from tescos but quite nice. All gone now. Speak soon 
2736,ham,Hey r ?still online? I've finished the formatting...
2737,ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now
2738,ham,After the drug she will be able to eat.
2739,ham,I love to give massages. I use lots of baby oil... What is your fave position?
2740,spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged ?.50. Should your tone not arrive please call customer services on 09065069154"
2741,spam,"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!"
2742,ham,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?"
2743,spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
2744,ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes
2745,ham,"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want"
2746,ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...
2747,ham,Are you plans with your family set in stone ?
2748,ham,"K, if u bored up just come to my home.."
2749,ham,Gd luck 4 ur exams :-)
2750,ham,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...
2751,ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
2752,ham,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you"
2753,spam,Congratulations ur awarded either ?00 of CD gift vouchers & Free entry 2 our ?00 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16
2754,ham,Ok.ok ok..then..whats ur todays plan
2755,ham,Okay same with me. Well thanks for the clarification
2756,spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
2757,ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
2758,ham,This pay is  &lt;DECIMAL&gt;  lakhs:)
2759,ham,I can do that! I want to please you both inside and outside the bedroom...
2760,ham,Ok... Let u noe when i leave my house.
2761,ham,"Sorry, I'll call later"
2762,ham,Shall i come to get pickle
2763,ham,Ok. There may be a free gym about.
2764,ham,Only saturday and sunday holiday so its very difficult:)
2765,ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
2766,ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala."
2767,ham,Nothing spl..wat abt u and whr ru?
2768,spam,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message"
2769,spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel"
2770,ham,Carlos'll be here in a minute if you still need to buy
2771,ham,Goodnight da thangam I really miss u dear.
2772,ham,Ok. So april. Cant wait
2773,ham,I know you mood off today
2774,ham,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D
2775,ham,Me fine..absolutly fine
2776,ham,My exam is for february 4. Wish you a great day.
2777,ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8
2778,ham,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea"
2779,ham,"sir, you will receive the account no another 1hr time. Sorry for the delay."
2780,ham,Okey dokey swashbuckling stuff what oh.
2781,ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
2782,ham,"Sorry, I'll call later"
2783,ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
2784,ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear
2785,ham,Cause I'm not freaky lol
2786,ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
2787,ham,Oh all have to come ah?
2788,ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up"
2789,spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
2790,ham,Does uncle timi help in clearing cars
2791,ham,K do I need a login or anything
2792,ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home."
2793,ham,"* Was really good to see you the other day dudette, been missing you!"
2794,ham,Hope you are having a good week. Just checking in
2795,ham,That's y we haf to combine n c how lor...
2796,spam,You have won a guaranteed ?00 award or even ?000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP
2797,ham,make that 3! 4 fucks sake?! x
2798,ham,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs
2799,ham,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us"
2800,ham,"K, can that happen tonight?"
2801,ham,All sounds good. Fingers . Makes it difficult to type
2802,ham,What time you thinkin of goin?
2803,ham,Sending you greetings of joy and happiness. Do have a gr8 evening
2804,ham,Tell rob to mack his gf in the theater
2805,ham,I wont do anything de.
2806,ham,Somebody should go to andros and steal ice
2807,ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.
2808,ham,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word"
2809,ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you"
2810,ham,dont make ne plans for nxt wknd coz she wants us to come down then ok
2811,spam,"Latest News! Police station toilet stolen, cops have nothing to go on!"
2812,ham,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad"
2813,ham,yes baby! I need to stretch open your pussy!
2814,ham,Then why you came to hostel.
2815,ham,Networking technical support associate.
2816,ham,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy"
2817,ham,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................
2818,ham,I accidentally deleted the message. Resend please.
2819,ham,"Aight no rush, I'll ask jay"
2820,ham,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :)
2821,ham,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing."
2822,ham,Lol. Well quality aint bad at all so i aint complaining
2823,ham,Where you. What happen
2824,ham,"Sir, waiting for your letter."
2825,ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx
2826,ham,Our Prashanthettan's mother passed away last night. pray for her and family.
2827,ham,How much it will cost approx . Per month.
